r_x,f,t,y,m,r_y,l,r,ProductionByTechnologyByMode
RE1,WTREVT,LNDRICIRR,2030,1,RE1,S21,RE1,0.4015
RE1,WTREVT,LNDRICIRR,2031,1,RE1,S21,RE1,0.4096
RE1,WTREVT,LNDRICIRR,2032,1,RE1,S21,RE1,0.4178
RE1,WTREVT,LNDRICIRR,2033,1,RE1,S21,RE1,0.4263
RE1,WTREVT,LNDRICIRR,2034,1,RE1,S21,RE1,0.4347
RE1,WTREVT,LNDRICIRR,2035,1,RE1,S21,RE1,0.4434
RE1,WTRGWT,LNDRICIRR,2020,1,RE1,S21,RE1,0.0164
RE1,WTRGWT,LNDRICIRR,2021,1,RE1,S21,RE1,0.019
RE1,WTRGWT,LNDRICIRR,2022,1,RE1,S21,RE1,0.0222
RE1,WTRGWT,LNDRICIRR,2023,1,RE1,S21,RE1,0.0254
RE1,WTRGWT,LNDRICIRR,2024,1,RE1,S21,RE1,0.0428
RE1,WTRGWT,LNDRICIRR,2025,1,RE1,S21,RE1,0.0437
RE1,WTRGWT,LNDRICIRR,2026,1,RE1,S21,RE1,0.0445
RE1,WTRGWT,LNDRICIRR,2027,1,RE1,S21,RE1,0.0454
RE1,WTRGWT,LNDRICIRR,2028,1,RE1,S21,RE1,0.0463
RE1,WTRGWT,LNDRICIRR,2029,1,RE1,S21,RE1,0.0473
RE1,WTRGWT,LNDRICIRR,2030,1,RE1,S21,RE1,0.0482
RE1,WTRGWT,LNDRICIRR,2031,1,RE1,S21,RE1,0.0491
RE1,WTRGWT,LNDRICIRR,2032,1,RE1,S21,RE1,0.0501
RE1,WTRGWT,LNDRICIRR,2033,1,RE1,S21,RE1,0.0512
RE1,WTRGWT,LNDRICIRR,2034,1,RE1,S21,RE1,0.0522
RE1,WTRGWT,LNDRICIRR,2035,1,RE1,S21,RE1,0.0532
RE1,WTRRUN,LNDRICIRR,2020,1,RE1,S21,RE1,0.1475
RE1,WTRRUN,LNDRICIRR,2021,1,RE1,S21,RE1,0.1709
RE1,WTRRUN,LNDRICIRR,2022,1,RE1,S21,RE1,0.1995
RE1,WTRRUN,LNDRICIRR,2023,1,RE1,S21,RE1,0.2282
RE1,WTRRUN,LNDRICIRR,2024,1,RE1,S21,RE1,0.3852
RE1,WTRRUN,LNDRICIRR,2025,1,RE1,S21,RE1,0.3929
RE1,WTRRUN,LNDRICIRR,2026,1,RE1,S21,RE1,0.4008
RE1,WTRRUN,LNDRICIRR,2027,1,RE1,S21,RE1,0.4087
RE1,WTRRUN,LNDRICIRR,2028,1,RE1,S21,RE1,0.4169
RE1,WTRRUN,LNDRICIRR,2029,1,RE1,S21,RE1,0.4253
RE1,WTRRUN,LNDRICIRR,2030,1,RE1,S21,RE1,0.4337
RE1,WTRRUN,LNDRICIRR,2031,1,RE1,S21,RE1,0.4423
RE1,WTRRUN,LNDRICIRR,2032,1,RE1,S21,RE1,0.4512
RE1,WTRRUN,LNDRICIRR,2033,1,RE1,S21,RE1,0.4604
RE1,WTRRUN,LNDRICIRR,2034,1,RE1,S21,RE1,0.4695
RE1,WTRRUN,LNDRICIRR,2035,1,RE1,S21,RE1,0.4789
RE1,CRPRIC,LNDRICRNF,2020,1,RE1,S21,RE1,0.2654
RE1,CRPRIC,LNDRICRNF,2021,1,RE1,S21,RE1,0.2574
RE1,CRPRIC,LNDRICRNF,2022,1,RE1,S21,RE1,0.2286
RE1,CRPRIC,LNDRICRNF,2023,1,RE1,S21,RE1,0.2001
RE1,WTREVT,LNDRICRNF,2020,1,RE1,S21,RE1,0.2624
RE1,WTREVT,LNDRICRNF,2021,1,RE1,S21,RE1,0.2544
RE1,WTREVT,LNDRICRNF,2022,1,RE1,S21,RE1,0.226
RE1,WTREVT,LNDRICRNF,2023,1,RE1,S21,RE1,0.1978
RE1,WTRGWT,LNDRICRNF,2020,1,RE1,S21,RE1,0.0262
RE1,WTRGWT,LNDRICRNF,2021,1,RE1,S21,RE1,0.0254
RE1,WTRGWT,LNDRICRNF,2022,1,RE1,S21,RE1,0.0226
RE1,WTRGWT,LNDRICRNF,2023,1,RE1,S21,RE1,0.0198
RE1,WTRRUN,LNDRICRNF,2020,1,RE1,S21,RE1,0.2361
RE1,WTRRUN,LNDRICRNF,2021,1,RE1,S21,RE1,0.229
RE1,WTRRUN,LNDRICRNF,2022,1,RE1,S21,RE1,0.2034
RE1,WTRRUN,LNDRICRNF,2023,1,RE1,S21,RE1,0.178
RE1,LWAT,LNDWAT,2020,1,RE1,S21,RE1,8.3045
RE1,LWAT,LNDWAT,2021,1,RE1,S21,RE1,8.282
RE1,LWAT,LNDWAT,2022,1,RE1,S21,RE1,8.282
RE1,LWAT,LNDWAT,2023,1,RE1,S21,RE1,8.282
RE1,LWAT,LNDWAT,2024,1,RE1,S21,RE1,8.282
RE1,LWAT,LNDWAT,2025,1,RE1,S21,RE1,8.282
RE1,LWAT,LNDWAT,2026,1,RE1,S21,RE1,8.282
RE1,LWAT,LNDWAT,2027,1,RE1,S21,RE1,8.282
RE1,LWAT,LNDWAT,2028,1,RE1,S21,RE1,8.282
RE1,LWAT,LNDWAT,2029,1,RE1,S21,RE1,8.282
RE1,LWAT,LNDWAT,2030,1,RE1,S21,RE1,8.282
RE1,LWAT,LNDWAT,2031,1,RE1,S21,RE1,8.4532
RE1,LWAT,LNDWAT,2032,1,RE1,S21,RE1,8.6919
RE1,LWAT,LNDWAT,2033,1,RE1,S21,RE1,8.9312
RE1,LWAT,LNDWAT,2034,1,RE1,S21,RE1,9.1037
RE1,LWAT,LNDWAT,2035,1,RE1,S21,RE1,9.3451
RE1,WTREVT,LNDWAT,2020,1,RE1,S21,RE1,3.3218
RE1,WTREVT,LNDWAT,2021,1,RE1,S21,RE1,3.3128
RE1,WTREVT,LNDWAT,2022,1,RE1,S21,RE1,3.3128
RE1,WTREVT,LNDWAT,2023,1,RE1,S21,RE1,3.3128
RE1,WTREVT,LNDWAT,2024,1,RE1,S21,RE1,3.3128
RE1,WTREVT,LNDWAT,2025,1,RE1,S21,RE1,3.3128
RE1,WTREVT,LNDWAT,2026,1,RE1,S21,RE1,3.3128
RE1,WTREVT,LNDWAT,2027,1,RE1,S21,RE1,3.3128
RE1,WTREVT,LNDWAT,2028,1,RE1,S21,RE1,3.3128
RE1,WTREVT,LNDWAT,2029,1,RE1,S21,RE1,3.3128
RE1,WTREVT,LNDWAT,2030,1,RE1,S21,RE1,3.3128
RE1,WTREVT,LNDWAT,2031,1,RE1,S21,RE1,3.3813
RE1,WTREVT,LNDWAT,2032,1,RE1,S21,RE1,3.4768
RE1,WTREVT,LNDWAT,2033,1,RE1,S21,RE1,3.5725
RE1,WTREVT,LNDWAT,2034,1,RE1,S21,RE1,3.6415
RE1,WTREVT,LNDWAT,2035,1,RE1,S21,RE1,3.738
RE1,WTRGWT,LNDWAT,2020,1,RE1,S21,RE1,0.6644
RE1,WTRGWT,LNDWAT,2021,1,RE1,S21,RE1,0.6626
RE1,WTRGWT,LNDWAT,2022,1,RE1,S21,RE1,0.6626
RE1,WTRGWT,LNDWAT,2023,1,RE1,S21,RE1,0.6626
RE1,WTRGWT,LNDWAT,2024,1,RE1,S21,RE1,0.6626
RE1,WTRGWT,LNDWAT,2025,1,RE1,S21,RE1,0.6626
RE1,WTRGWT,LNDWAT,2026,1,RE1,S21,RE1,0.6626
RE1,WTRGWT,LNDWAT,2027,1,RE1,S21,RE1,0.6626
RE1,WTRGWT,LNDWAT,2028,1,RE1,S21,RE1,0.6626
RE1,WTRGWT,LNDWAT,2029,1,RE1,S21,RE1,0.6626
RE1,WTRGWT,LNDWAT,2030,1,RE1,S21,RE1,0.6626
RE1,WTRGWT,LNDWAT,2031,1,RE1,S21,RE1,0.6763
RE1,WTRGWT,LNDWAT,2032,1,RE1,S21,RE1,0.6954
RE1,WTRGWT,LNDWAT,2033,1,RE1,S21,RE1,0.7145
RE1,WTRGWT,LNDWAT,2034,1,RE1,S21,RE1,0.7283
RE1,WTRGWT,LNDWAT,2035,1,RE1,S21,RE1,0.7476
RE1,WTRRUN,LNDWAT,2020,1,RE1,S21,RE1,5.9793
RE1,WTRRUN,LNDWAT,2021,1,RE1,S21,RE1,5.963
RE1,WTRRUN,LNDWAT,2022,1,RE1,S21,RE1,5.963
RE1,WTRRUN,LNDWAT,2023,1,RE1,S21,RE1,5.963
RE1,WTRRUN,LNDWAT,2024,1,RE1,S21,RE1,5.963
RE1,WTRRUN,LNDWAT,2025,1,RE1,S21,RE1,5.963
RE1,WTRRUN,LNDWAT,2026,1,RE1,S21,RE1,5.963
RE1,WTRRUN,LNDWAT,2027,1,RE1,S21,RE1,5.963
RE1,WTRRUN,LNDWAT,2028,1,RE1,S21,RE1,5.963
RE1,WTRRUN,LNDWAT,2029,1,RE1,S21,RE1,5.963
RE1,WTRRUN,LNDWAT,2030,1,RE1,S21,RE1,5.963
RE1,WTRRUN,LNDWAT,2031,1,RE1,S21,RE1,6.0863
RE1,WTRRUN,LNDWAT,2032,1,RE1,S21,RE1,6.2582
RE1,WTRRUN,LNDWAT,2033,1,RE1,S21,RE1,6.4305
RE1,WTRRUN,LNDWAT,2034,1,RE1,S21,RE1,6.5547
RE1,WTRRUN,LNDWAT,2035,1,RE1,S21,RE1,6.7285
RE1,COA,MINCOA,2020,1,RE1,S21,RE1,106.1901
RE1,COA,MINCOA,2021,1,RE1,S21,RE1,88.6588
RE1,COA,MINCOA,2022,1,RE1,S21,RE1,71.5705
RE1,COA,MINCOA,2023,1,RE1,S21,RE1,68.4962
RE1,COA,MINCOA,2024,1,RE1,S21,RE1,68.4962
RE1,COA,MINCOA,2025,1,RE1,S21,RE1,83.7497
RE1,COA,MINCOA,2026,1,RE1,S21,RE1,125.261
RE1,COA,MINCOA,2027,1,RE1,S21,RE1,125.261
RE1,COA,MINCOA,2028,1,RE1,S21,RE1,125.261
RE1,COA,MINCOA,2029,1,RE1,S21,RE1,125.261
RE1,COA,MINCOA,2030,1,RE1,S21,RE1,62.6305
RE1,COA,MINCOA,2031,1,RE1,S21,RE1,62.6305
RE1,COA,MINCOA,2032,1,RE1,S21,RE1,62.6305
RE1,COA,MINCOA,2033,1,RE1,S21,RE1,62.6305
RE1,COA,MINCOA,2034,1,RE1,S21,RE1,62.6305
RE1,COA,MINCOA,2035,1,RE1,S21,RE1,62.6305
RE1,GAS,MINGAS,2020,1,RE1,S21,RE1,38.4358
RE1,GAS,MINGAS,2021,1,RE1,S21,RE1,61.4419
RE1,GAS,MINGAS,2022,1,RE1,S21,RE1,86.9223
RE1,GAS,MINGAS,2023,1,RE1,S21,RE1,103.9808
RE1,GAS,MINGAS,2024,1,RE1,S21,RE1,119.1489
RE1,GAS,MINGAS,2025,1,RE1,S21,RE1,125.261
RE1,GAS,MINGAS,2026,1,RE1,S21,RE1,115.2253
RE1,GAS,MINGAS,2027,1,RE1,S21,RE1,132.8682
RE1,GAS,MINGAS,2028,1,RE1,S21,RE1,151.4457
RE1,GAS,MINGAS,2029,1,RE1,S21,RE1,171.8556
RE1,GAS,MINGAS,2030,1,RE1,S21,RE1,234.9421
RE1,GAS,MINGAS,2031,1,RE1,S21,RE1,257.1696
RE1,GAS,MINGAS,2032,1,RE1,S21,RE1,281.2139
RE1,GAS,MINGAS,2033,1,RE1,S21,RE1,306.1875
RE1,GAS,MINGAS,2034,1,RE1,S21,RE1,333.023
RE1,GAS,MINGAS,2035,1,RE1,S21,RE1,360.7702
RE1,ELC001,PWRCOA,2020,1,RE1,S21,RE1,35.3967
RE1,ELC001,PWRCOA,2021,1,RE1,S21,RE1,29.5529
RE1,ELC001,PWRCOA,2022,1,RE1,S21,RE1,23.8568
RE1,ELC001,PWRCOA,2023,1,RE1,S21,RE1,22.832
RE1,ELC001,PWRCOA,2024,1,RE1,S21,RE1,22.832
RE1,ELC001,PWRCOA,2025,1,RE1,S21,RE1,27.9165
RE1,ELC001,PWRCOA,2026,1,RE1,S21,RE1,41.7537
RE1,ELC001,PWRCOA,2027,1,RE1,S21,RE1,41.7537
RE1,ELC001,PWRCOA,2028,1,RE1,S21,RE1,41.7537
RE1,ELC001,PWRCOA,2029,1,RE1,S21,RE1,41.7537
RE1,ELC001,PWRCOA,2030,1,RE1,S21,RE1,20.8768
RE1,ELC001,PWRCOA,2031,1,RE1,S21,RE1,20.8768
RE1,ELC001,PWRCOA,2032,1,RE1,S21,RE1,20.8768
RE1,ELC001,PWRCOA,2033,1,RE1,S21,RE1,20.8768
RE1,ELC001,PWRCOA,2034,1,RE1,S21,RE1,20.8768
RE1,ELC001,PWRCOA,2035,1,RE1,S21,RE1,20.8768
RE1,ELC001,PWRGAS,2020,1,RE1,S21,RE1,19.2179
RE1,ELC001,PWRGAS,2021,1,RE1,S21,RE1,30.7209
RE1,ELC001,PWRGAS,2022,1,RE1,S21,RE1,43.4611
RE1,ELC001,PWRGAS,2023,1,RE1,S21,RE1,51.9904
RE1,ELC001,PWRGAS,2024,1,RE1,S21,RE1,59.5745
RE1,ELC001,PWRGAS,2025,1,RE1,S21,RE1,62.6305
RE1,ELC001,PWRGAS,2026,1,RE1,S21,RE1,57.6127
RE1,ELC001,PWRGAS,2027,1,RE1,S21,RE1,66.4341
RE1,ELC001,PWRGAS,2028,1,RE1,S21,RE1,75.7229
RE1,ELC001,PWRGAS,2029,1,RE1,S21,RE1,85.9278
RE1,ELC001,PWRGAS,2030,1,RE1,S21,RE1,117.471
RE1,ELC001,PWRGAS,2031,1,RE1,S21,RE1,128.5848
RE1,ELC001,PWRGAS,2032,1,RE1,S21,RE1,140.6069
RE1,ELC001,PWRGAS,2033,1,RE1,S21,RE1,153.0938
RE1,ELC001,PWRGAS,2034,1,RE1,S21,RE1,166.5115
RE1,ELC001,PWRGAS,2035,1,RE1,S21,RE1,180.3851
RE1,ELC001,PWRHYD,2020,1,RE1,S21,RE1,12.7183
RE1,ELC001,PWRHYD,2021,1,RE1,S21,RE1,12.729
RE1,ELC001,PWRHYD,2022,1,RE1,S21,RE1,12.7403
RE1,ELC001,PWRHYD,2023,1,RE1,S21,RE1,12.7526
RE1,ELC001,PWRHYD,2024,1,RE1,S21,RE1,12.7694
RE1,ELC001,PWRHYD,2025,1,RE1,S21,RE1,12.79
RE1,ELC001,PWRHYD,2026,1,RE1,S21,RE1,12.7991
RE1,ELC001,PWRHYD,2027,1,RE1,S21,RE1,12.8095
RE1,ELC001,PWRHYD,2028,1,RE1,S21,RE1,12.8204
RE1,ELC001,PWRHYD,2029,1,RE1,S21,RE1,12.8324
RE1,ELC001,PWRHYD,2030,1,RE1,S21,RE1,12.8446
RE1,ELC001,PWRHYD,2031,1,RE1,S21,RE1,12.8798
RE1,ELC001,PWRHYD,2032,1,RE1,S21,RE1,12.9255
RE1,ELC001,PWRHYD,2033,1,RE1,S21,RE1,12.9713
RE1,ELC001,PWRHYD,2034,1,RE1,S21,RE1,13.0067
RE1,ELC001,PWRHYD,2035,1,RE1,S21,RE1,13.0531
RE1,ELC002,PWRSOL,2020,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2021,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2022,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2023,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2024,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2025,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2026,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2027,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2028,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2029,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2030,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2031,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2032,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2033,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2034,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRSOL,2035,1,RE1,S21,RE1,2.714
RE1,ELC002,PWRTRN,2020,1,RE1,S21,RE1,65.8136
RE1,ELC002,PWRTRN,2021,1,RE1,S21,RE1,70.9165
RE1,ELC002,PWRTRN,2022,1,RE1,S21,RE1,77.2664
RE1,ELC002,PWRTRN,2023,1,RE1,S21,RE1,84.0315
RE1,ELC002,PWRTRN,2024,1,RE1,S21,RE1,90.8723
RE1,ELC002,PWRTRN,2025,1,RE1,S21,RE1,98.2174
RE1,ELC002,PWRTRN,2026,1,RE1,S21,RE1,106.1629
RE1,ELC002,PWRTRN,2027,1,RE1,S21,RE1,114.1115
RE1,ELC002,PWRTRN,2028,1,RE1,S21,RE1,122.4812
RE1,ELC002,PWRTRN,2029,1,RE1,S21,RE1,131.6765
RE1,ELC002,PWRTRN,2030,1,RE1,S21,RE1,141.2872
RE1,ELC002,PWRTRN,2031,1,RE1,S21,RE1,151.3212
RE1,ELC002,PWRTRN,2032,1,RE1,S21,RE1,162.1823
RE1,ELC002,PWRTRN,2033,1,RE1,S21,RE1,173.4617
RE1,ELC002,PWRTRN,2034,1,RE1,S21,RE1,185.5695
RE1,ELC002,PWRTRN,2035,1,RE1,S21,RE1,198.0975
RE1,ELC001,PWRWND,2020,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2021,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2022,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2023,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2024,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2025,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2026,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2027,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2028,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2029,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2030,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2031,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2032,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2033,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2034,1,RE1,S21,RE1,5.7933
RE1,ELC001,PWRWND,2035,1,RE1,S21,RE1,5.7933
RE1,HYD,RSCHYD,2020,1,RE1,S21,RE1,12.7183
RE1,HYD,RSCHYD,2021,1,RE1,S21,RE1,12.7289
RE1,HYD,RSCHYD,2022,1,RE1,S21,RE1,12.7403
RE1,HYD,RSCHYD,2023,1,RE1,S21,RE1,12.7526
RE1,HYD,RSCHYD,2024,1,RE1,S21,RE1,12.7694
RE1,HYD,RSCHYD,2025,1,RE1,S21,RE1,12.79
RE1,HYD,RSCHYD,2026,1,RE1,S21,RE1,12.7992
RE1,HYD,RSCHYD,2027,1,RE1,S21,RE1,12.8095
RE1,HYD,RSCHYD,2028,1,RE1,S21,RE1,12.8204
RE1,HYD,RSCHYD,2029,1,RE1,S21,RE1,12.8324
RE1,HYD,RSCHYD,2030,1,RE1,S21,RE1,12.8446
RE1,HYD,RSCHYD,2031,1,RE1,S21,RE1,12.8798
RE1,HYD,RSCHYD,2032,1,RE1,S21,RE1,12.9255
RE1,HYD,RSCHYD,2033,1,RE1,S21,RE1,12.9713
RE1,HYD,RSCHYD,2034,1,RE1,S21,RE1,13.0067
RE1,HYD,RSCHYD,2035,1,RE1,S21,RE1,13.0531
RE1,WTRSUR,RSCHYD,2020,1,RE1,S21,RE1,36.3381
RE1,WTRSUR,RSCHYD,2021,1,RE1,S21,RE1,36.3684
RE1,WTRSUR,RSCHYD,2022,1,RE1,S21,RE1,36.4009
RE1,WTRSUR,RSCHYD,2023,1,RE1,S21,RE1,36.436
RE1,WTRSUR,RSCHYD,2024,1,RE1,S21,RE1,36.484
RE1,WTRSUR,RSCHYD,2025,1,RE1,S21,RE1,36.5429
RE1,WTRSUR,RSCHYD,2026,1,RE1,S21,RE1,36.569
RE1,WTRSUR,RSCHYD,2027,1,RE1,S21,RE1,36.5985
RE1,WTRSUR,RSCHYD,2028,1,RE1,S21,RE1,36.6298
RE1,WTRSUR,RSCHYD,2029,1,RE1,S21,RE1,36.6641
RE1,WTRSUR,RSCHYD,2030,1,RE1,S21,RE1,36.6989
RE1,WTRSUR,RSCHYD,2031,1,RE1,S21,RE1,36.7993
RE1,WTRSUR,RSCHYD,2032,1,RE1,S21,RE1,36.9299
RE1,WTRSUR,RSCHYD,2033,1,RE1,S21,RE1,37.0609
RE1,WTRSUR,RSCHYD,2034,1,RE1,S21,RE1,37.1621
RE1,WTRSUR,RSCHYD,2035,1,RE1,S21,RE1,37.2945
RE1,LND,RSCLND,2020,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2021,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2022,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2023,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2024,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2025,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2026,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2027,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2028,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2029,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2030,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2031,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2032,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2033,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2034,1,RE1,S21,RE1,99.3
RE1,LND,RSCLND,2035,1,RE1,S21,RE1,99.3
RE1,WTRPRC,RSCPRC,2020,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2021,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2022,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2023,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2024,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2025,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2026,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2027,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2028,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2029,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2030,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2031,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2032,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2033,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2034,1,RE1,S21,RE1,119.16
RE1,WTRPRC,RSCPRC,2035,1,RE1,S21,RE1,119.16
RE1,SOL,RSCSOL,2020,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2021,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2022,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2023,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2024,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2025,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2026,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2027,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2028,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2029,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2030,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2031,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2032,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2033,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2034,1,RE1,S21,RE1,2.714
RE1,SOL,RSCSOL,2035,1,RE1,S21,RE1,2.714
RE1,WND,RSCWND,2020,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2021,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2022,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2023,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2024,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2025,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2026,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2027,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2028,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2029,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2030,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2031,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2032,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2033,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2034,1,RE1,S21,RE1,5.7933
RE1,WND,RSCWND,2035,1,RE1,S21,RE1,5.7933
RE1,AGRDSL,DEMAGRDSL,2020,1,RE1,S22,RE1,0.3399
RE1,AGRDSL,DEMAGRDSL,2021,1,RE1,S22,RE1,0.3523
RE1,AGRDSL,DEMAGRDSL,2022,1,RE1,S22,RE1,0.3665
RE1,AGRDSL,DEMAGRDSL,2023,1,RE1,S22,RE1,0.3806
RE1,AGRDSL,DEMAGRDSL,2024,1,RE1,S22,RE1,0.3921
RE1,AGRDSL,DEMAGRDSL,2025,1,RE1,S22,RE1,0.4326
RE1,AGRDSL,DEMAGRDSL,2026,1,RE1,S22,RE1,0.4427
RE1,AGRDSL,DEMAGRDSL,2027,1,RE1,S22,RE1,0.4529
RE1,AGRDSL,DEMAGRDSL,2028,1,RE1,S22,RE1,0.4652
RE1,AGRDSL,DEMAGRDSL,2029,1,RE1,S22,RE1,0.4776
RE1,AGRDSL,DEMAGRDSL,2030,1,RE1,S22,RE1,0.4901
RE1,AGRDSL,DEMAGRDSL,2031,1,RE1,S22,RE1,0.5027
RE1,AGRDSL,DEMAGRDSL,2032,1,RE1,S22,RE1,0.5154
RE1,AGRDSL,DEMAGRDSL,2033,1,RE1,S22,RE1,0.5281
RE1,AGRDSL,DEMAGRDSL,2034,1,RE1,S22,RE1,0.5409
RE1,AGRDSL,DEMAGRDSL,2035,1,RE1,S22,RE1,0.5539
RE1,AGRWAT,DEMAGRGWTWAT,2022,1,RE1,S22,RE1,0.0192
RE1,AGRWAT,DEMAGRGWTWAT,2023,1,RE1,S22,RE1,0.0404
RE1,AGRWAT,DEMAGRGWTWAT,2024,1,RE1,S22,RE1,0.0346
RE1,AGRWAT,DEMAGRGWTWAT,2025,1,RE1,S22,RE1,0.0289
RE1,AGRWAT,DEMAGRGWTWAT,2026,1,RE1,S22,RE1,0.0231
RE1,AGRWAT,DEMAGRGWTWAT,2027,1,RE1,S22,RE1,0.0173
RE1,AGRWAT,DEMAGRGWTWAT,2028,1,RE1,S22,RE1,0.0116
RE1,AGRWAT,DEMAGRGWTWAT,2029,1,RE1,S22,RE1,0.0058
RE1,AGRWAT,DEMAGRSURWAT,2020,1,RE1,S22,RE1,0.0577
RE1,AGRWAT,DEMAGRSURWAT,2021,1,RE1,S22,RE1,0.0838
RE1,AGRWAT,DEMAGRSURWAT,2022,1,RE1,S22,RE1,0.0924
RE1,AGRWAT,DEMAGRSURWAT,2023,1,RE1,S22,RE1,0.0988
RE1,AGRWAT,DEMAGRSURWAT,2024,1,RE1,S22,RE1,0.1679
