r_x,f,t,y,m,r_y,l,r,RateOfUseByTechnologyByMode
RE1,LND,LNDRICIRR,2026,1,RE1,S21,RE1,1.4949
RE1,LND,LNDRICIRR,2027,1,RE1,S21,RE1,1.5244
RE1,LND,LNDRICIRR,2028,1,RE1,S21,RE1,1.5548
RE1,LND,LNDRICIRR,2029,1,RE1,S21,RE1,1.5862
RE1,LND,LNDRICIRR,2030,1,RE1,S21,RE1,1.6175
RE1,LND,LNDRICIRR,2031,1,RE1,S21,RE1,1.6498
RE1,LND,LNDRICIRR,2032,1,RE1,S21,RE1,1.6829
RE1,LND,LNDRICIRR,2033,1,RE1,S21,RE1,1.7171
RE1,LND,LNDRICIRR,2034,1,RE1,S21,RE1,1.7512
RE1,LND,LNDRICIRR,2035,1,RE1,S21,RE1,1.7862
RE1,WTRPRC,LNDRICIRR,2020,1,RE1,S21,RE1,0.66
RE1,WTRPRC,LNDRICIRR,2021,1,RE1,S21,RE1,0.7648
RE1,WTRPRC,LNDRICIRR,2022,1,RE1,S21,RE1,0.8928
RE1,WTRPRC,LNDRICIRR,2023,1,RE1,S21,RE1,1.0213
RE1,WTRPRC,LNDRICIRR,2024,1,RE1,S21,RE1,1.7243
RE1,WTRPRC,LNDRICIRR,2025,1,RE1,S21,RE1,1.7585
RE1,WTRPRC,LNDRICIRR,2026,1,RE1,S21,RE1,1.7939
RE1,WTRPRC,LNDRICIRR,2027,1,RE1,S21,RE1,1.8293
RE1,WTRPRC,LNDRICIRR,2028,1,RE1,S21,RE1,1.8658
RE1,WTRPRC,LNDRICIRR,2029,1,RE1,S21,RE1,1.9034
RE1,WTRPRC,LNDRICIRR,2030,1,RE1,S21,RE1,1.941
RE1,WTRPRC,LNDRICIRR,2031,1,RE1,S21,RE1,1.9798
RE1,WTRPRC,LNDRICIRR,2032,1,RE1,S21,RE1,2.0195
RE1,WTRPRC,LNDRICIRR,2033,1,RE1,S21,RE1,2.0605
RE1,WTRPRC,LNDRICIRR,2034,1,RE1,S21,RE1,2.1014
RE1,WTRPRC,LNDRICIRR,2035,1,RE1,S21,RE1,2.1434
RE1,AGRDSL,LNDRICRNF,2020,1,RE1,S21,RE1,0.3884
RE1,AGRDSL,LNDRICRNF,2021,1,RE1,S21,RE1,0.3766
RE1,AGRDSL,LNDRICRNF,2022,1,RE1,S21,RE1,0.3346
RE1,AGRDSL,LNDRICRNF,2023,1,RE1,S21,RE1,0.2928
RE1,LND,LNDRICRNF,2020,1,RE1,S21,RE1,1.3211
RE1,LND,LNDRICRNF,2021,1,RE1,S21,RE1,1.281
RE1,LND,LNDRICRNF,2022,1,RE1,S21,RE1,1.138
RE1,LND,LNDRICRNF,2023,1,RE1,S21,RE1,0.996
RE1,WTRPRC,LNDRICRNF,2020,1,RE1,S21,RE1,1.5853
RE1,WTRPRC,LNDRICRNF,2021,1,RE1,S21,RE1,1.5372
RE1,WTRPRC,LNDRICRNF,2022,1,RE1,S21,RE1,1.3656
RE1,WTRPRC,LNDRICRNF,2023,1,RE1,S21,RE1,1.1952
RE1,LND,LNDWAT,2020,1,RE1,S21,RE1,25.0892
RE1,LND,LNDWAT,2021,1,RE1,S21,RE1,25.021
RE1,LND,LNDWAT,2022,1,RE1,S21,RE1,25.021
RE1,LND,LNDWAT,2023,1,RE1,S21,RE1,25.021
RE1,LND,LNDWAT,2024,1,RE1,S21,RE1,25.021
RE1,LND,LNDWAT,2025,1,RE1,S21,RE1,25.021
RE1,LND,LNDWAT,2026,1,RE1,S21,RE1,25.021
RE1,LND,LNDWAT,2027,1,RE1,S21,RE1,25.021
RE1,LND,LNDWAT,2028,1,RE1,S21,RE1,25.021
RE1,LND,LNDWAT,2029,1,RE1,S21,RE1,25.021
RE1,LND,LNDWAT,2030,1,RE1,S21,RE1,25.021
RE1,LND,LNDWAT,2031,1,RE1,S21,RE1,25.5383
RE1,LND,LNDWAT,2032,1,RE1,S21,RE1,26.2595
RE1,LND,LNDWAT,2033,1,RE1,S21,RE1,26.9826
RE1,LND,LNDWAT,2034,1,RE1,S21,RE1,27.5036
RE1,LND,LNDWAT,2035,1,RE1,S21,RE1,28.233
RE1,WTRPRC,LNDWAT,2020,1,RE1,S21,RE1,30.107
RE1,WTRPRC,LNDWAT,2021,1,RE1,S21,RE1,30.0252
RE1,WTRPRC,LNDWAT,2022,1,RE1,S21,RE1,30.0252
RE1,WTRPRC,LNDWAT,2023,1,RE1,S21,RE1,30.0252
RE1,WTRPRC,LNDWAT,2024,1,RE1,S21,RE1,30.0252
RE1,WTRPRC,LNDWAT,2025,1,RE1,S21,RE1,30.0252
RE1,WTRPRC,LNDWAT,2026,1,RE1,S21,RE1,30.0252
RE1,WTRPRC,LNDWAT,2027,1,RE1,S21,RE1,30.0252
RE1,WTRPRC,LNDWAT,2028,1,RE1,S21,RE1,30.0252
RE1,WTRPRC,LNDWAT,2029,1,RE1,S21,RE1,30.0252
RE1,WTRPRC,LNDWAT,2030,1,RE1,S21,RE1,30.0252
RE1,WTRPRC,LNDWAT,2031,1,RE1,S21,RE1,30.646
RE1,WTRPRC,LNDWAT,2032,1,RE1,S21,RE1,31.5114
RE1,WTRPRC,LNDWAT,2033,1,RE1,S21,RE1,32.3791
RE1,WTRPRC,LNDWAT,2034,1,RE1,S21,RE1,33.0043
RE1,WTRPRC,LNDWAT,2035,1,RE1,S21,RE1,33.8796
RE1,COA,PWRCOA,2020,1,RE1,S21,RE1,320.8161
RE1,COA,PWRCOA,2021,1,RE1,S21,RE1,267.8514
RE1,COA,PWRCOA,2022,1,RE1,S21,RE1,216.225
RE1,COA,PWRCOA,2023,1,RE1,S21,RE1,206.937
RE1,COA,PWRCOA,2024,1,RE1,S21,RE1,206.937
RE1,COA,PWRCOA,2025,1,RE1,S21,RE1,253.02
RE1,COA,PWRCOA,2026,1,RE1,S21,RE1,378.432
RE1,COA,PWRCOA,2027,1,RE1,S21,RE1,378.432
RE1,COA,PWRCOA,2028,1,RE1,S21,RE1,378.432
RE1,COA,PWRCOA,2029,1,RE1,S21,RE1,378.432
RE1,COA,PWRCOA,2030,1,RE1,S21,RE1,189.216
RE1,COA,PWRCOA,2031,1,RE1,S21,RE1,189.216
RE1,COA,PWRCOA,2032,1,RE1,S21,RE1,189.216
RE1,COA,PWRCOA,2033,1,RE1,S21,RE1,189.216
RE1,COA,PWRCOA,2034,1,RE1,S21,RE1,189.216
RE1,COA,PWRCOA,2035,1,RE1,S21,RE1,189.216
RE1,PWRWAT,PWRCOA,2020,1,RE1,S21,RE1,0.0278
RE1,PWRWAT,PWRCOA,2021,1,RE1,S21,RE1,0.0232
RE1,PWRWAT,PWRCOA,2022,1,RE1,S21,RE1,0.0187
RE1,PWRWAT,PWRCOA,2023,1,RE1,S21,RE1,0.0179
RE1,PWRWAT,PWRCOA,2024,1,RE1,S21,RE1,0.0179
RE1,PWRWAT,PWRCOA,2025,1,RE1,S21,RE1,0.0219
RE1,PWRWAT,PWRCOA,2026,1,RE1,S21,RE1,0.0328
RE1,PWRWAT,PWRCOA,2027,1,RE1,S21,RE1,0.0328
RE1,PWRWAT,PWRCOA,2028,1,RE1,S21,RE1,0.0328
RE1,PWRWAT,PWRCOA,2029,1,RE1,S21,RE1,0.0328
RE1,PWRWAT,PWRCOA,2030,1,RE1,S21,RE1,0.0164
RE1,PWRWAT,PWRCOA,2031,1,RE1,S21,RE1,0.0164
RE1,PWRWAT,PWRCOA,2032,1,RE1,S21,RE1,0.0164
RE1,PWRWAT,PWRCOA,2033,1,RE1,S21,RE1,0.0164
RE1,PWRWAT,PWRCOA,2034,1,RE1,S21,RE1,0.0164
RE1,PWRWAT,PWRCOA,2035,1,RE1,S21,RE1,0.0164
RE1,GAS,PWRGAS,2020,1,RE1,S21,RE1,116.1202
RE1,GAS,PWRGAS,2021,1,RE1,S21,RE1,185.625
RE1,GAS,PWRGAS,2022,1,RE1,S21,RE1,262.605
RE1,GAS,PWRGAS,2023,1,RE1,S21,RE1,314.1414
RE1,GAS,PWRGAS,2024,1,RE1,S21,RE1,359.9666
RE1,GAS,PWRGAS,2025,1,RE1,S21,RE1,378.432
RE1,GAS,PWRGAS,2026,1,RE1,S21,RE1,348.1128
RE1,GAS,PWRGAS,2027,1,RE1,S21,RE1,401.4144
RE1,GAS,PWRGAS,2028,1,RE1,S21,RE1,457.54
RE1,GAS,PWRGAS,2029,1,RE1,S21,RE1,519.2012
RE1,GAS,PWRGAS,2030,1,RE1,S21,RE1,709.7948
RE1,GAS,PWRGAS,2031,1,RE1,S21,RE1,776.9474
RE1,GAS,PWRGAS,2032,1,RE1,S21,RE1,849.5888
RE1,GAS,PWRGAS,2033,1,RE1,S21,RE1,925.0378
RE1,GAS,PWRGAS,2034,1,RE1,S21,RE1,1006.1118
RE1,GAS,PWRGAS,2035,1,RE1,S21,RE1,1089.9402
RE1,PWRWAT,PWRGAS,2020,1,RE1,S21,RE1,0.0128
RE1,PWRWAT,PWRGAS,2021,1,RE1,S21,RE1,0.0204
RE1,PWRWAT,PWRGAS,2022,1,RE1,S21,RE1,0.0289
RE1,PWRWAT,PWRGAS,2023,1,RE1,S21,RE1,0.0346
RE1,PWRWAT,PWRGAS,2024,1,RE1,S21,RE1,0.0396
RE1,PWRWAT,PWRGAS,2025,1,RE1,S21,RE1,0.0416
RE1,PWRWAT,PWRGAS,2026,1,RE1,S21,RE1,0.0383
RE1,PWRWAT,PWRGAS,2027,1,RE1,S21,RE1,0.0442
RE1,PWRWAT,PWRGAS,2028,1,RE1,S21,RE1,0.0503
RE1,PWRWAT,PWRGAS,2029,1,RE1,S21,RE1,0.0571
RE1,PWRWAT,PWRGAS,2030,1,RE1,S21,RE1,0.0781
RE1,PWRWAT,PWRGAS,2031,1,RE1,S21,RE1,0.0855
RE1,PWRWAT,PWRGAS,2032,1,RE1,S21,RE1,0.0935
RE1,PWRWAT,PWRGAS,2033,1,RE1,S21,RE1,0.1018
RE1,PWRWAT,PWRGAS,2034,1,RE1,S21,RE1,0.1107
RE1,PWRWAT,PWRGAS,2035,1,RE1,S21,RE1,0.1199
RE1,HYD,PWRHYD,2020,1,RE1,S21,RE1,38.424
RE1,HYD,PWRHYD,2021,1,RE1,S21,RE1,38.4561
RE1,HYD,PWRHYD,2022,1,RE1,S21,RE1,38.4904
RE1,HYD,PWRHYD,2023,1,RE1,S21,RE1,38.5275
RE1,HYD,PWRHYD,2024,1,RE1,S21,RE1,38.5783
RE1,HYD,PWRHYD,2025,1,RE1,S21,RE1,38.6406
RE1,HYD,PWRHYD,2026,1,RE1,S21,RE1,38.6681
RE1,HYD,PWRHYD,2027,1,RE1,S21,RE1,38.6993
RE1,HYD,PWRHYD,2028,1,RE1,S21,RE1,38.7324
RE1,HYD,PWRHYD,2029,1,RE1,S21,RE1,38.7687
RE1,HYD,PWRHYD,2030,1,RE1,S21,RE1,38.8055
RE1,HYD,PWRHYD,2031,1,RE1,S21,RE1,38.9117
RE1,HYD,PWRHYD,2032,1,RE1,S21,RE1,39.0497
RE1,HYD,PWRHYD,2033,1,RE1,S21,RE1,39.1882
RE1,HYD,PWRHYD,2034,1,RE1,S21,RE1,39.2953
RE1,HYD,PWRHYD,2035,1,RE1,S21,RE1,39.4352
RE1,SOL,PWRSOL,2020,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2021,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2022,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2023,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2024,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2025,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2026,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2027,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2028,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2029,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2030,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2031,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2032,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2033,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2034,1,RE1,S21,RE1,8.1994
RE1,SOL,PWRSOL,2035,1,RE1,S21,RE1,8.1994
RE1,ELC001,PWRTRN,2020,1,RE1,S21,RE1,220.9253
RE1,ELC001,PWRTRN,2021,1,RE1,S21,RE1,238.0548
RE1,ELC001,PWRTRN,2022,1,RE1,S21,RE1,259.3704
RE1,ELC001,PWRTRN,2023,1,RE1,S21,RE1,282.0797
RE1,ELC001,PWRTRN,2024,1,RE1,S21,RE1,305.0431
RE1,ELC001,PWRTRN,2025,1,RE1,S21,RE1,329.6991
RE1,ELC001,PWRTRN,2026,1,RE1,S21,RE1,356.371
RE1,ELC001,PWRTRN,2027,1,RE1,S21,RE1,383.053
RE1,ELC001,PWRTRN,2028,1,RE1,S21,RE1,411.1488
RE1,ELC001,PWRTRN,2029,1,RE1,S21,RE1,442.0158
RE1,ELC001,PWRTRN,2030,1,RE1,S21,RE1,474.2773
RE1,ELC001,PWRTRN,2031,1,RE1,S21,RE1,507.9598
RE1,ELC001,PWRTRN,2032,1,RE1,S21,RE1,544.4187
RE1,ELC001,PWRTRN,2033,1,RE1,S21,RE1,582.2816
RE1,ELC001,PWRTRN,2034,1,RE1,S21,RE1,622.9256
RE1,ELC001,PWRTRN,2035,1,RE1,S21,RE1,664.9799
RE1,WND,PWRWND,2020,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2021,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2022,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2023,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2024,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2025,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2026,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2027,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2028,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2029,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2030,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2031,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2032,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2033,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2034,1,RE1,S21,RE1,17.5025
RE1,WND,PWRWND,2035,1,RE1,S21,RE1,17.5025
RE1,WTRRUN,RSCHYD,2020,1,RE1,S21,RE1,109.7829
RE1,WTRRUN,RSCHYD,2021,1,RE1,S21,RE1,109.8744
RE1,WTRRUN,RSCHYD,2022,1,RE1,S21,RE1,109.9724
RE1,WTRRUN,RSCHYD,2023,1,RE1,S21,RE1,110.0786
RE1,WTRRUN,RSCHYD,2024,1,RE1,S21,RE1,110.2237
RE1,WTRRUN,RSCHYD,2025,1,RE1,S21,RE1,110.4016
RE1,WTRRUN,RSCHYD,2026,1,RE1,S21,RE1,110.4804
RE1,WTRRUN,RSCHYD,2027,1,RE1,S21,RE1,110.5695
RE1,WTRRUN,RSCHYD,2028,1,RE1,S21,RE1,110.6639
RE1,WTRRUN,RSCHYD,2029,1,RE1,S21,RE1,110.7677
RE1,WTRRUN,RSCHYD,2030,1,RE1,S21,RE1,110.8728
RE1,WTRRUN,RSCHYD,2031,1,RE1,S21,RE1,111.1762
RE1,WTRRUN,RSCHYD,2032,1,RE1,S21,RE1,111.5707
RE1,WTRRUN,RSCHYD,2033,1,RE1,S21,RE1,111.9664
RE1,WTRRUN,RSCHYD,2034,1,RE1,S21,RE1,112.2722
RE1,WTRRUN,RSCHYD,2035,1,RE1,S21,RE1,112.6721
RE1,ELC002,DEMAGRGWTWAT,2022,1,RE1,S22,RE1,0.1794
RE1,ELC002,DEMAGRGWTWAT,2023,1,RE1,S22,RE1,0.378
RE1,ELC002,DEMAGRGWTWAT,2024,1,RE1,S22,RE1,0.324
RE1,ELC002,DEMAGRGWTWAT,2025,1,RE1,S22,RE1,0.27
RE1,ELC002,DEMAGRGWTWAT,2026,1,RE1,S22,RE1,0.216
RE1,ELC002,DEMAGRGWTWAT,2027,1,RE1,S22,RE1,0.162
RE1,ELC002,DEMAGRGWTWAT,2028,1,RE1,S22,RE1,0.108
RE1,ELC002,DEMAGRGWTWAT,2029,1,RE1,S22,RE1,0.054
RE1,WTRGWT,DEMAGRGWTWAT,2022,1,RE1,S22,RE1,0.1661
RE1,WTRGWT,DEMAGRGWTWAT,2023,1,RE1,S22,RE1,0.35
RE1,WTRGWT,DEMAGRGWTWAT,2024,1,RE1,S22,RE1,0.3
RE1,WTRGWT,DEMAGRGWTWAT,2025,1,RE1,S22,RE1,0.25
RE1,WTRGWT,DEMAGRGWTWAT,2026,1,RE1,S22,RE1,0.2
RE1,WTRGWT,DEMAGRGWTWAT,2027,1,RE1,S22,RE1,0.15
RE1,WTRGWT,DEMAGRGWTWAT,2028,1,RE1,S22,RE1,0.1
RE1,WTRGWT,DEMAGRGWTWAT,2029,1,RE1,S22,RE1,0.05
RE1,ELC002,DEMAGRSURWAT,2020,1,RE1,S22,RE1,0.4293
RE1,ELC002,DEMAGRSURWAT,2021,1,RE1,S22,RE1,0.6243
RE1,ELC002,DEMAGRSURWAT,2022,1,RE1,S22,RE1,0.688
RE1,ELC002,DEMAGRSURWAT,2023,1,RE1,S22,RE1,0.7357
RE1,ELC002,DEMAGRSURWAT,2024,1,RE1,S22,RE1,1.2502
RE1,ELC002,DEMAGRSURWAT,2025,1,RE1,S22,RE1,2.0269
RE1,ELC002,DEMAGRSURWAT,2026,1,RE1,S22,RE1,2.1214
RE1,ELC002,DEMAGRSURWAT,2027,1,RE1,S22,RE1,2.2167
RE1,ELC002,DEMAGRSURWAT,2028,1,RE1,S22,RE1,2.3213
RE1,ELC002,DEMAGRSURWAT,2029,1,RE1,S22,RE1,2.4265
RE1,ELC002,DEMAGRSURWAT,2030,1,RE1,S22,RE1,2.5324
RE1,ELC002,DEMAGRSURWAT,2031,1,RE1,S22,RE1,2.5957
RE1,ELC002,DEMAGRSURWAT,2032,1,RE1,S22,RE1,2.6597
RE1,ELC002,DEMAGRSURWAT,2033,1,RE1,S22,RE1,2.7241
RE1,ELC002,DEMAGRSURWAT,2034,1,RE1,S22,RE1,2.7886
RE1,ELC002,DEMAGRSURWAT,2035,1,RE1,S22,RE1,2.8543
RE1,WTRSUR,DEMAGRSURWAT,2020,1,RE1,S22,RE1,0.4992
RE1,WTRSUR,DEMAGRSURWAT,2021,1,RE1,S22,RE1,0.7259
RE1,WTRSUR,DEMAGRSURWAT,2022,1,RE1,S22,RE1,0.8
RE1,WTRSUR,DEMAGRSURWAT,2023,1,RE1,S22,RE1,0.8555
RE1,WTRSUR,DEMAGRSURWAT,2024,1,RE1,S22,RE1,1.4537
RE1,WTRSUR,DEMAGRSURWAT,2025,1,RE1,S22,RE1,2.3569
RE1,WTRSUR,DEMAGRSURWAT,2026,1,RE1,S22,RE1,2.4668
RE1,WTRSUR,DEMAGRSURWAT,2027,1,RE1,S22,RE1,2.5776
RE1,WTRSUR,DEMAGRSURWAT,2028,1,RE1,S22,RE1,2.6992
RE1,WTRSUR,DEMAGRSURWAT,2029,1,RE1,S22,RE1,2.8215
RE1,WTRSUR,DEMAGRSURWAT,2030,1,RE1,S22,RE1,2.9446
RE1,WTRSUR,DEMAGRSURWAT,2031,1,RE1,S22,RE1,3.0183
RE1,WTRSUR,DEMAGRSURWAT,2032,1,RE1,S22,RE1,3.0927
RE1,WTRSUR,DEMAGRSURWAT,2033,1,RE1,S22,RE1,3.1676
RE1,WTRSUR,DEMAGRSURWAT,2034,1,RE1,S22,RE1,3.2425
RE1,WTRSUR,DEMAGRSURWAT,2035,1,RE1,S22,RE1,3.319
RE1,ELC002,DEMPUBSURWAT,2020,1,RE1,S22,RE1,1.2278
RE1,ELC002,DEMPUBSURWAT,2021,1,RE1,S22,RE1,1.3147
RE1,ELC002,DEMPUBSURWAT,2022,1,RE1,S22,RE1,1.4063
RE1,ELC002,DEMPUBSURWAT,2023,1,RE1,S22,RE1,1.5005
RE1,ELC002,DEMPUBSURWAT,2024,1,RE1,S22,RE1,1.5984
RE1,ELC002,DEMPUBSURWAT,2025,1,RE1,S22,RE1,1.7013
RE1,ELC002,DEMPUBSURWAT,2026,1,RE1,S22,RE1,1.8079
RE1,ELC002,DEMPUBSURWAT,2027,1,RE1,S22,RE1,1.9182
RE1,ELC002,DEMPUBSURWAT,2028,1,RE1,S22,RE1,2.0346
RE1,ELC002,DEMPUBSURWAT,2029,1,RE1,S22,RE1,2.1548
RE1,ELC002,DEMPUBSURWAT,2030,1,RE1,S22,RE1,2.2811
RE1,ELC002,DEMPUBSURWAT,2031,1,RE1,S22,RE1,2.4125
RE1,ELC002,DEMPUBSURWAT,2032,1,RE1,S22,RE1,2.5487
RE1,ELC002,DEMPUBSURWAT,2033,1,RE1,S22,RE1,2.6914
RE1,ELC002,DEMPUBSURWAT,2034,1,RE1,S22,RE1,2.84
RE1,ELC002,DEMPUBSURWAT,2035,1,RE1,S22,RE1,2.9962
RE1,WTRSUR,DEMPUBSURWAT,2020,1,RE1,S22,RE1,0.4354
RE1,WTRSUR,DEMPUBSURWAT,2021,1,RE1,S22,RE1,0.4662
RE1,WTRSUR,DEMPUBSURWAT,2022,1,RE1,S22,RE1,0.4987
RE1,WTRSUR,DEMPUBSURWAT,2023,1,RE1,S22,RE1,0.5321
RE1,WTRSUR,DEMPUBSURWAT,2024,1,RE1,S22,RE1,0.5668
RE1,WTRSUR,DEMPUBSURWAT,2025,1,RE1,S22,RE1,0.6033
RE1,WTRSUR,DEMPUBSURWAT,2026,1,RE1,S22,RE1,0.6411
RE1,WTRSUR,DEMPUBSURWAT,2027,1,RE1,S22,RE1,0.6802
RE1,WTRSUR,DEMPUBSURWAT,2028,1,RE1,S22,RE1,0.7215
RE1,WTRSUR,DEMPUBSURWAT,2029,1,RE1,S22,RE1,0.7641
RE1,WTRSUR,DEMPUBSURWAT,2030,1,RE1,S22,RE1,0.8089
RE1,WTRSUR,DEMPUBSURWAT,2031,1,RE1,S22,RE1,0.8555
RE1,WTRSUR,DEMPUBSURWAT,2032,1,RE1,S22,RE1,0.9038
RE1,WTRSUR,DEMPUBSURWAT,2033,1,RE1,S22,RE1,0.9544
RE1,WTRSUR,DEMPUBSURWAT,2034,1,RE1,S22,RE1,1.0071
RE1,WTRSUR,DEMPUBSURWAT,2035,1,RE1,S22,RE1,1.0625
RE1,ELC002,DEMPWRSURWAT,2020,1,RE1,S22,RE1,0.1184
RE1,ELC002,DEMPWRSURWAT,2021,1,RE1,S22,RE1,0.1292
RE1,ELC002,DEMPWRSURWAT,2022,1,RE1,S22,RE1,0.1427
RE1,ELC002,DEMPWRSURWAT,2023,1,RE1,S22,RE1,0.1574
RE1,ELC002,DEMPWRSURWAT,2024,1,RE1,S22,RE1,0.172
RE1,ELC002,DEMPWRSURWAT,2025,1,RE1,S22,RE1,0.1878
RE1,ELC002,DEMPWRSURWAT,2026,1,RE1,S22,RE1,0.1963
RE1,ELC002,DEMPWRSURWAT,2027,1,RE1,S22,RE1,0.2126
RE1,ELC002,DEMPWRSURWAT,2028,1,RE1,S22,RE1,0.2298
RE1,ELC002,DEMPWRSURWAT,2029,1,RE1,S22,RE1,0.2487
RE1,ELC002,DEMPWRSURWAT,2030,1,RE1,S22,RE1,0.271
RE1,ELC002,DEMPWRSURWAT,2031,1,RE1,S22,RE1,0.2924
RE1,ELC002,DEMPWRSURWAT,2032,1,RE1,S22,RE1,0.3156
RE1,ELC002,DEMPWRSURWAT,2033,1,RE1,S22,RE1,0.3398
RE1,ELC002,DEMPWRSURWAT,2034,1,RE1,S22,RE1,0.3658
RE1,ELC002,DEMPWRSURWAT,2035,1,RE1,S22,RE1,0.3925
RE1,WTRSUR,DEMPWRSURWAT,2020,1,RE1,S22,RE1,0.042
RE1,WTRSUR,DEMPWRSURWAT,2021,1,RE1,S22,RE1,0.0458
RE1,WTRSUR,DEMPWRSURWAT,2022,1,RE1,S22,RE1,0.0506
RE1,WTRSUR,DEMPWRSURWAT,2023,1,RE1,S22,RE1,0.0558
RE1,WTRSUR,DEMPWRSURWAT,2024,1,RE1,S22,RE1,0.061
RE1,WTRSUR,DEMPWRSURWAT,2025,1,RE1,S22,RE1,0.0666
RE1,WTRSUR,DEMPWRSURWAT,2026,1,RE1,S22,RE1,0.0696
RE1,WTRSUR,DEMPWRSURWAT,2027,1,RE1,S22,RE1,0.0754
RE1,WTRSUR,DEMPWRSURWAT,2028,1,RE1,S22,RE1,0.0815
RE1,WTRSUR,DEMPWRSURWAT,2029,1,RE1,S22,RE1,0.0882
RE1,WTRSUR,DEMPWRSURWAT,2030,1,RE1,S22,RE1,0.0961
RE1,WTRSUR,DEMPWRSURWAT,2031,1,RE1,S22,RE1,0.1037
RE1,WTRSUR,DEMPWRSURWAT,2032,1,RE1,S22,RE1,0.1119
RE1,WTRSUR,DEMPWRSURWAT,2033,1,RE1,S22,RE1,0.1205
RE1,WTRSUR,DEMPWRSURWAT,2034,1,RE1,S22,RE1,0.1297
RE1,WTRSUR,DEMPWRSURWAT,2035,1,RE1,S22,RE1,0.1392
RE1,CRPMAI,DEMTRABIO,2020,1,RE1,S22,RE1,1.1848
RE1,CRPMAI,DEMTRABIO,2021,1,RE1,S22,RE1,1.2204
RE1,CRPMAI,DEMTRABIO,2022,1,RE1,S22,RE1,1.2559
RE1,CRPMAI,DEMTRABIO,2023,1,RE1,S22,RE1,1.2915
RE1,CRPMAI,DEMTRABIO,2024,1,RE1,S22,RE1,1.327
RE1,CRPMAI,DEMTRABIO,2025,1,RE1,S22,RE1,1.3744
RE1,CRPMAI,DEMTRABIO,2026,1,RE1,S22,RE1,1.41
RE1,CRPMAI,DEMTRABIO,2027,1,RE1,S22,RE1,1.4455
RE1,CRPMAI,DEMTRABIO,2028,1,RE1,S22,RE1,1.4929
RE1,CRPMAI,DEMTRABIO,2029,1,RE1,S22,RE1,1.5403
RE1,CRPMAI,DEMTRABIO,2030,1,RE1,S22,RE1,1.5877
RE1,CRPMAI,DEMTRABIO,2031,1,RE1,S22,RE1,1.6351
RE1,CRPMAI,DEMTRABIO,2032,1,RE1,S22,RE1,1.6825
RE1,CRPMAI,DEMTRABIO,2033,1,RE1,S22,RE1,1.7299
RE1,CRPMAI,DEMTRABIO,2034,1,RE1,S22,RE1,1.7773
RE1,CRPMAI,DEMTRABIO,2035,1,RE1,S22,RE1,1.8246
RE1,LND,LNDBLT,2020,1,RE1,S22,RE1,15.0
RE1,LND,LNDBLT,2021,1,RE1,S22,RE1,15.2
RE1,LND,LNDBLT,2022,1,RE1,S22,RE1,15.3
RE1,LND,LNDBLT,2023,1,RE1,S22,RE1,15.5
RE1,LND,LNDBLT,2024,1,RE1,S22,RE1,15.6
RE1,LND,LNDBLT,2025,1,RE1,S22,RE1,15.8
RE1,LND,LNDBLT,2026,1,RE1,S22,RE1,15.9
RE1,LND,LNDBLT,2027,1,RE1,S22,RE1,16.1
RE1,LND,LNDBLT,2028,1,RE1,S22,RE1,16.2
RE1,LND,LNDBLT,2029,1,RE1,S22,RE1,16.4
RE1,LND,LNDBLT,2030,1,RE1,S22,RE1,16.6
RE1,LND,LNDBLT,2031,1,RE1,S22,RE1,16.7
RE1,LND,LNDBLT,2032,1,RE1,S22,RE1,16.9
RE1,LND,LNDBLT,2033,1,RE1,S22,RE1,17.1
RE1,LND,LNDBLT,2034,1,RE1,S22,RE1,17.2
RE1,LND,LNDBLT,2035,1,RE1,S22,RE1,17.4
