t,f,m,y,l,r,UseByTechnology
LNDRICRNF,AGRDSL,1,2027,S11,RE1,0.0422
LNDRICRNF,AGRDSL,1,2028,S11,RE1,0.0282
LNDRICRNF,AGRDSL,1,2029,S11,RE1,0.014
LNDRICRNF,AGRDSL,1,2030,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2031,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2032,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2033,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2034,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2035,S11,RE1,0.0
LNDRICRNF,LND,1,2020,S11,RE1,0.4781
LNDRICRNF,LND,1,2021,S11,RE1,0.4304
LNDRICRNF,LND,1,2022,S11,RE1,0.3824
LNDRICRNF,LND,1,2023,S11,RE1,0.3347
LNDRICRNF,LND,1,2024,S11,RE1,0.2869
LNDRICRNF,LND,1,2025,S11,RE1,0.2389
LNDRICRNF,LND,1,2026,S11,RE1,0.1912
LNDRICRNF,LND,1,2027,S11,RE1,0.1435
LNDRICRNF,LND,1,2028,S11,RE1,0.0958
LNDRICRNF,LND,1,2029,S11,RE1,0.0477
LNDRICRNF,LND,1,2030,S11,RE1,0.0
LNDRICRNF,LND,1,2031,S11,RE1,0.0
LNDRICRNF,LND,1,2032,S11,RE1,0.0
LNDRICRNF,LND,1,2033,S11,RE1,0.0
LNDRICRNF,LND,1,2034,S11,RE1,0.0
LNDRICRNF,LND,1,2035,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2020,S11,RE1,0.5738
LNDRICRNF,WTRPRC,1,2021,S11,RE1,0.5165
LNDRICRNF,WTRPRC,1,2022,S11,RE1,0.4588
LNDRICRNF,WTRPRC,1,2023,S11,RE1,0.4016
LNDRICRNF,WTRPRC,1,2024,S11,RE1,0.3443
LNDRICRNF,WTRPRC,1,2025,S11,RE1,0.2867
LNDRICRNF,WTRPRC,1,2026,S11,RE1,0.2294
LNDRICRNF,WTRPRC,1,2027,S11,RE1,0.1722
LNDRICRNF,WTRPRC,1,2028,S11,RE1,0.1149
LNDRICRNF,WTRPRC,1,2029,S11,RE1,0.0573
LNDRICRNF,WTRPRC,1,2030,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2031,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2032,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2033,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2034,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2035,S11,RE1,0.0
LNDWAT,LND,1,2020,S11,RE1,8.3957
LNDWAT,LND,1,2021,S11,RE1,8.4071
LNDWAT,LND,1,2022,S11,RE1,8.4071
LNDWAT,LND,1,2023,S11,RE1,8.4071
LNDWAT,LND,1,2024,S11,RE1,8.4071
LNDWAT,LND,1,2025,S11,RE1,8.4071
LNDWAT,LND,1,2026,S11,RE1,8.4071
LNDWAT,LND,1,2027,S11,RE1,8.4071
LNDWAT,LND,1,2028,S11,RE1,8.4071
LNDWAT,LND,1,2029,S11,RE1,8.4071
LNDWAT,LND,1,2030,S11,RE1,8.613
LNDWAT,LND,1,2031,S11,RE1,8.5269
LNDWAT,LND,1,2032,S11,RE1,8.4071
LNDWAT,LND,1,2033,S11,RE1,8.2868
LNDWAT,LND,1,2034,S11,RE1,8.2002
LNDWAT,LND,1,2035,S11,RE1,8.079
LNDWAT,WTRPRC,1,2020,S11,RE1,10.0749
LNDWAT,WTRPRC,1,2021,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2022,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2023,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2024,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2025,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2026,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2027,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2028,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2029,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2030,S11,RE1,10.3355
LNDWAT,WTRPRC,1,2031,S11,RE1,10.2323
LNDWAT,WTRPRC,1,2032,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2033,S11,RE1,9.9442
LNDWAT,WTRPRC,1,2034,S11,RE1,9.8403
LNDWAT,WTRPRC,1,2035,S11,RE1,9.6948
PWRCOA,COA,1,2020,S11,RE1,97.8095
PWRCOA,COA,1,2021,S11,RE1,109.5265
PWRCOA,COA,1,2022,S11,RE1,124.0789
PWRCOA,COA,1,2023,S11,RE1,127.1532
PWRCOA,COA,1,2024,S11,RE1,127.1532
PWRCOA,COA,1,2025,S11,RE1,112.7274
PWRCOA,COA,1,2026,S11,RE1,99.7074
PWRCOA,COA,1,2027,S11,RE1,102.056
PWRCOA,COA,1,2028,S11,RE1,104.5287
PWRCOA,COA,1,2029,S11,RE1,107.2366
PWRCOA,COA,1,2030,S11,RE1,63.5766
PWRCOA,COA,1,2031,S11,RE1,35.1942
PWRCOA,COA,1,2032,S11,RE1,63.5766
PWRCOA,COA,1,2033,S11,RE1,63.5766
PWRCOA,COA,1,2034,S11,RE1,63.5766
PWRCOA,COA,1,2035,S11,RE1,63.5766
PWRCOA,PWRWAT,1,2020,S11,RE1,0.0085
PWRCOA,PWRWAT,1,2021,S11,RE1,0.0095
PWRCOA,PWRWAT,1,2022,S11,RE1,0.0108
PWRCOA,PWRWAT,1,2023,S11,RE1,0.011
PWRCOA,PWRWAT,1,2024,S11,RE1,0.011
PWRCOA,PWRWAT,1,2025,S11,RE1,0.0098
PWRCOA,PWRWAT,1,2026,S11,RE1,0.0086
PWRCOA,PWRWAT,1,2027,S11,RE1,0.0088
PWRCOA,PWRWAT,1,2028,S11,RE1,0.0091
PWRCOA,PWRWAT,1,2029,S11,RE1,0.0093
PWRCOA,PWRWAT,1,2030,S11,RE1,0.0055
PWRCOA,PWRWAT,1,2031,S11,RE1,0.0031
PWRCOA,PWRWAT,1,2032,S11,RE1,0.0055
PWRCOA,PWRWAT,1,2033,S11,RE1,0.0055
PWRCOA,PWRWAT,1,2034,S11,RE1,0.0055
PWRCOA,PWRWAT,1,2035,S11,RE1,0.0055
PWRGAS,GAS,1,2020,S11,RE1,0.0
PWRGAS,GAS,1,2021,S11,RE1,0.0
PWRGAS,GAS,1,2022,S11,RE1,0.0
PWRGAS,GAS,1,2023,S11,RE1,8.2783
PWRGAS,GAS,1,2024,S11,RE1,18.5781
PWRGAS,GAS,1,2025,S11,RE1,39.132
PWRGAS,GAS,1,2026,S11,RE1,59.9888
PWRGAS,GAS,1,2027,S11,RE1,70.6121
PWRGAS,GAS,1,2028,S11,RE1,81.7943
PWRGAS,GAS,1,2029,S11,RE1,94.0669
PWRGAS,GAS,1,2030,S11,RE1,137.8818
PWRGAS,GAS,1,2031,S11,RE1,172.0364
PWRGAS,GAS,1,2032,S11,RE1,169.604
PWRGAS,GAS,1,2033,S11,RE1,186.7253
PWRGAS,GAS,1,2034,S11,RE1,205.0998
PWRGAS,GAS,1,2035,S11,RE1,224.1133
PWRGAS,PWRWAT,1,2020,S11,RE1,0.0
PWRGAS,PWRWAT,1,2021,S11,RE1,0.0
PWRGAS,PWRWAT,1,2022,S11,RE1,0.0
PWRGAS,PWRWAT,1,2023,S11,RE1,0.0009
PWRGAS,PWRWAT,1,2024,S11,RE1,0.002
PWRGAS,PWRWAT,1,2025,S11,RE1,0.0043
PWRGAS,PWRWAT,1,2026,S11,RE1,0.0066
PWRGAS,PWRWAT,1,2027,S11,RE1,0.0078
PWRGAS,PWRWAT,1,2028,S11,RE1,0.009
PWRGAS,PWRWAT,1,2029,S11,RE1,0.0103
PWRGAS,PWRWAT,1,2030,S11,RE1,0.0152
PWRGAS,PWRWAT,1,2031,S11,RE1,0.0189
PWRGAS,PWRWAT,1,2032,S11,RE1,0.0187
PWRGAS,PWRWAT,1,2033,S11,RE1,0.0205
PWRGAS,PWRWAT,1,2034,S11,RE1,0.0226
PWRGAS,PWRWAT,1,2035,S11,RE1,0.0247
PWRHYD,HYD,1,2020,S11,RE1,9.5365
PWRHYD,HYD,1,2021,S11,RE1,9.5365
PWRHYD,HYD,1,2022,S11,RE1,9.5365
PWRHYD,HYD,1,2023,S11,RE1,9.5365
PWRHYD,HYD,1,2024,S11,RE1,9.5365
PWRHYD,HYD,1,2025,S11,RE1,9.5365
PWRHYD,HYD,1,2026,S11,RE1,9.5365
PWRHYD,HYD,1,2027,S11,RE1,9.5365
PWRHYD,HYD,1,2028,S11,RE1,9.5365
PWRHYD,HYD,1,2029,S11,RE1,9.5365
PWRHYD,HYD,1,2030,S11,RE1,9.5365
PWRHYD,HYD,1,2031,S11,RE1,9.5365
PWRHYD,HYD,1,2032,S11,RE1,9.5365
PWRHYD,HYD,1,2033,S11,RE1,9.5365
PWRHYD,HYD,1,2034,S11,RE1,9.5365
PWRHYD,HYD,1,2035,S11,RE1,9.5365
PWRSOL,SOL,1,2020,S11,RE1,4.1325
PWRSOL,SOL,1,2021,S11,RE1,4.1325
PWRSOL,SOL,1,2022,S11,RE1,4.1325
PWRSOL,SOL,1,2023,S11,RE1,4.1325
PWRSOL,SOL,1,2024,S11,RE1,4.1325
PWRSOL,SOL,1,2025,S11,RE1,4.1325
PWRSOL,SOL,1,2026,S11,RE1,4.1325
PWRSOL,SOL,1,2027,S11,RE1,4.1325
PWRSOL,SOL,1,2028,S11,RE1,4.1325
PWRSOL,SOL,1,2029,S11,RE1,4.1325
PWRSOL,SOL,1,2030,S11,RE1,4.1325
PWRSOL,SOL,1,2031,S11,RE1,4.1325
PWRSOL,SOL,1,2032,S11,RE1,4.1325
PWRSOL,SOL,1,2033,S11,RE1,4.1325
PWRSOL,SOL,1,2034,S11,RE1,4.1325
PWRSOL,SOL,1,2035,S11,RE1,4.1325
PWRTRN,ELC001,1,2020,S11,RE1,47.7026
PWRTRN,ELC001,1,2021,S11,RE1,51.6083
PWRTRN,ELC001,1,2022,S11,RE1,56.4591
PWRTRN,ELC001,1,2023,S11,RE1,61.6229
PWRTRN,ELC001,1,2024,S11,RE1,66.7729
PWRTRN,ELC001,1,2025,S11,RE1,72.2412
PWRTRN,ELC001,1,2026,S11,RE1,78.3297
PWRTRN,ELC001,1,2027,S11,RE1,84.4241
PWRTRN,ELC001,1,2028,S11,RE1,90.8395
PWRTRN,ELC001,1,2029,S11,RE1,97.8784
PWRTRN,ELC001,1,2030,S11,RE1,105.2325
PWRTRN,ELC001,1,2031,S11,RE1,112.849
PWRTRN,ELC001,1,2032,S11,RE1,121.0936
PWRTRN,ELC001,1,2033,S11,RE1,129.6543
PWRTRN,ELC001,1,2034,S11,RE1,138.8416
PWRTRN,ELC001,1,2035,S11,RE1,148.3483
PWRWND,WND,1,2020,S11,RE1,5.563
PWRWND,WND,1,2021,S11,RE1,5.563
PWRWND,WND,1,2022,S11,RE1,5.563
PWRWND,WND,1,2023,S11,RE1,5.563
PWRWND,WND,1,2024,S11,RE1,5.563
PWRWND,WND,1,2025,S11,RE1,5.563
PWRWND,WND,1,2026,S11,RE1,5.563
PWRWND,WND,1,2027,S11,RE1,5.563
PWRWND,WND,1,2028,S11,RE1,5.563
PWRWND,WND,1,2029,S11,RE1,5.563
PWRWND,WND,1,2030,S11,RE1,5.563
PWRWND,WND,1,2031,S11,RE1,5.563
PWRWND,WND,1,2032,S11,RE1,5.563
PWRWND,WND,1,2033,S11,RE1,5.563
PWRWND,WND,1,2034,S11,RE1,5.563
PWRWND,WND,1,2035,S11,RE1,5.563
RSCHYD,WTRRUN,1,2020,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2021,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2022,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2023,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2024,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2025,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2026,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2027,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2028,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2029,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2030,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2031,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2032,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2033,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2034,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2035,S11,RE1,27.2471
UPSWTRSUR,WTRRUN,1,2020,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2021,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2022,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2023,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2024,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2025,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2026,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2027,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2028,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2029,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2030,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2031,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2032,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2033,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2034,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2035,S11,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2020,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2021,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2022,S12,RE1,0.0301
DEMAGRGWTWAT,ELC002,1,2023,S12,RE1,0.0635
DEMAGRGWTWAT,ELC002,1,2024,S12,RE1,0.0544
DEMAGRGWTWAT,ELC002,1,2025,S12,RE1,0.0454
DEMAGRGWTWAT,ELC002,1,2026,S12,RE1,0.0363
DEMAGRGWTWAT,ELC002,1,2027,S12,RE1,0.0272
DEMAGRGWTWAT,ELC002,1,2028,S12,RE1,0.0181
DEMAGRGWTWAT,ELC002,1,2029,S12,RE1,0.0091
DEMAGRGWTWAT,ELC002,1,2030,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2031,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2032,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2033,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2034,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2035,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2020,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2021,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2022,S12,RE1,0.0279
DEMAGRGWTWAT,WTRGWT,1,2023,S12,RE1,0.0588
DEMAGRGWTWAT,WTRGWT,1,2024,S12,RE1,0.0504
DEMAGRGWTWAT,WTRGWT,1,2025,S12,RE1,0.042
DEMAGRGWTWAT,WTRGWT,1,2026,S12,RE1,0.0336
DEMAGRGWTWAT,WTRGWT,1,2027,S12,RE1,0.0252
DEMAGRGWTWAT,WTRGWT,1,2028,S12,RE1,0.0168
DEMAGRGWTWAT,WTRGWT,1,2029,S12,RE1,0.0084
DEMAGRGWTWAT,WTRGWT,1,2030,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2031,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2032,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2033,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2034,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2035,S12,RE1,0.0
DEMAGRSURWAT,ELC002,1,2020,S12,RE1,0.0721
DEMAGRSURWAT,ELC002,1,2021,S12,RE1,0.1049
DEMAGRSURWAT,ELC002,1,2022,S12,RE1,0.1156
DEMAGRSURWAT,ELC002,1,2023,S12,RE1,0.1236
DEMAGRSURWAT,ELC002,1,2024,S12,RE1,0.1656
DEMAGRSURWAT,ELC002,1,2025,S12,RE1,0.2092
DEMAGRSURWAT,ELC002,1,2026,S12,RE1,0.2514
DEMAGRSURWAT,ELC002,1,2027,S12,RE1,0.2936
DEMAGRSURWAT,ELC002,1,2028,S12,RE1,0.3374
DEMAGRSURWAT,ELC002,1,2029,S12,RE1,0.3814
DEMAGRSURWAT,ELC002,1,2030,S12,RE1,0.4254
DEMAGRSURWAT,ELC002,1,2031,S12,RE1,0.4361
DEMAGRSURWAT,ELC002,1,2032,S12,RE1,0.4468
DEMAGRSURWAT,ELC002,1,2033,S12,RE1,0.4577
DEMAGRSURWAT,ELC002,1,2034,S12,RE1,0.4685
DEMAGRSURWAT,ELC002,1,2035,S12,RE1,0.4795
DEMAGRSURWAT,WTRSUR,1,2020,S12,RE1,0.0839
DEMAGRSURWAT,WTRSUR,1,2021,S12,RE1,0.122
DEMAGRSURWAT,WTRSUR,1,2022,S12,RE1,0.1344
DEMAGRSURWAT,WTRSUR,1,2023,S12,RE1,0.1437
DEMAGRSURWAT,WTRSUR,1,2024,S12,RE1,0.1926
DEMAGRSURWAT,WTRSUR,1,2025,S12,RE1,0.2433
DEMAGRSURWAT,WTRSUR,1,2026,S12,RE1,0.2923
DEMAGRSURWAT,WTRSUR,1,2027,S12,RE1,0.3414
DEMAGRSURWAT,WTRSUR,1,2028,S12,RE1,0.3924
DEMAGRSURWAT,WTRSUR,1,2029,S12,RE1,0.4435
DEMAGRSURWAT,WTRSUR,1,2030,S12,RE1,0.4947
DEMAGRSURWAT,WTRSUR,1,2031,S12,RE1,0.5071
DEMAGRSURWAT,WTRSUR,1,2032,S12,RE1,0.5196
DEMAGRSURWAT,WTRSUR,1,2033,S12,RE1,0.5322
DEMAGRSURWAT,WTRSUR,1,2034,S12,RE1,0.5447
DEMAGRSURWAT,WTRSUR,1,2035,S12,RE1,0.5576
DEMPUBGWTWAT,ELC002,1,2020,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2021,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2022,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2023,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2024,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2025,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2026,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2027,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2028,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2029,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2030,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2031,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2032,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2033,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2034,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2035,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2020,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2021,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2022,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2023,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2024,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2025,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2026,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2027,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2028,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2029,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2030,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2031,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2032,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2033,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2034,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2035,S12,RE1,0.0
DEMPUBSURWAT,ELC002,1,2020,S12,RE1,0.2515
DEMPUBSURWAT,ELC002,1,2021,S12,RE1,0.2693
DEMPUBSURWAT,ELC002,1,2022,S12,RE1,0.288
DEMPUBSURWAT,ELC002,1,2023,S12,RE1,0.3074
DEMPUBSURWAT,ELC002,1,2024,S12,RE1,0.3274
DEMPUBSURWAT,ELC002,1,2025,S12,RE1,0.3485
DEMPUBSURWAT,ELC002,1,2026,S12,RE1,0.3703
DEMPUBSURWAT,ELC002,1,2027,S12,RE1,0.3929
DEMPUBSURWAT,ELC002,1,2028,S12,RE1,0.4167
DEMPUBSURWAT,ELC002,1,2029,S12,RE1,0.4414
DEMPUBSURWAT,ELC002,1,2030,S12,RE1,0.4672
DEMPUBSURWAT,ELC002,1,2031,S12,RE1,0.4941
DEMPUBSURWAT,ELC002,1,2032,S12,RE1,0.5221
DEMPUBSURWAT,ELC002,1,2033,S12,RE1,0.5513
DEMPUBSURWAT,ELC002,1,2034,S12,RE1,0.5817
DEMPUBSURWAT,ELC002,1,2035,S12,RE1,0.6137
DEMPUBSURWAT,WTRSUR,1,2020,S12,RE1,0.0892
DEMPUBSURWAT,WTRSUR,1,2021,S12,RE1,0.0955
DEMPUBSURWAT,WTRSUR,1,2022,S12,RE1,0.1021
DEMPUBSURWAT,WTRSUR,1,2023,S12,RE1,0.109
DEMPUBSURWAT,WTRSUR,1,2024,S12,RE1,0.1161
DEMPUBSURWAT,WTRSUR,1,2025,S12,RE1,0.1236
DEMPUBSURWAT,WTRSUR,1,2026,S12,RE1,0.1313
DEMPUBSURWAT,WTRSUR,1,2027,S12,RE1,0.1393
DEMPUBSURWAT,WTRSUR,1,2028,S12,RE1,0.1478
DEMPUBSURWAT,WTRSUR,1,2029,S12,RE1,0.1565
DEMPUBSURWAT,WTRSUR,1,2030,S12,RE1,0.1657
DEMPUBSURWAT,WTRSUR,1,2031,S12,RE1,0.1752
DEMPUBSURWAT,WTRSUR,1,2032,S12,RE1,0.1851
DEMPUBSURWAT,WTRSUR,1,2033,S12,RE1,0.1955
DEMPUBSURWAT,WTRSUR,1,2034,S12,RE1,0.2063
DEMPUBSURWAT,WTRSUR,1,2035,S12,RE1,0.2176
DEMPWRSURWAT,ELC002,1,2020,S12,RE1,0.0169
DEMPWRSURWAT,ELC002,1,2021,S12,RE1,0.0187
DEMPWRSURWAT,ELC002,1,2022,S12,RE1,0.0207
DEMPWRSURWAT,ELC002,1,2023,S12,RE1,0.0226
DEMPWRSURWAT,ELC002,1,2024,S12,RE1,0.0246
DEMPWRSURWAT,ELC002,1,2025,S12,RE1,0.0268
DEMPWRSURWAT,ELC002,1,2026,S12,RE1,0.0291
DEMPWRSURWAT,ELC002,1,2027,S12,RE1,0.0315
DEMPWRSURWAT,ELC002,1,2028,S12,RE1,0.034
DEMPWRSURWAT,ELC002,1,2029,S12,RE1,0.0367
DEMPWRSURWAT,ELC002,1,2030,S12,RE1,0.0367
DEMPWRSURWAT,ELC002,1,2031,S12,RE1,0.041
DEMPWRSURWAT,ELC002,1,2032,S12,RE1,0.0428
DEMPWRSURWAT,ELC002,1,2033,S12,RE1,0.0461
DEMPWRSURWAT,ELC002,1,2034,S12,RE1,0.0497
DEMPWRSURWAT,ELC002,1,2035,S12,RE1,0.0534
DEMPWRSURWAT,WTRSUR,1,2020,S12,RE1,0.006
DEMPWRSURWAT,WTRSUR,1,2021,S12,RE1,0.0066
DEMPWRSURWAT,WTRSUR,1,2022,S12,RE1,0.0073
DEMPWRSURWAT,WTRSUR,1,2023,S12,RE1,0.008
DEMPWRSURWAT,WTRSUR,1,2024,S12,RE1,0.0087
DEMPWRSURWAT,WTRSUR,1,2025,S12,RE1,0.0095
DEMPWRSURWAT,WTRSUR,1,2026,S12,RE1,0.0103
DEMPWRSURWAT,WTRSUR,1,2027,S12,RE1,0.0112
DEMPWRSURWAT,WTRSUR,1,2028,S12,RE1,0.012
DEMPWRSURWAT,WTRSUR,1,2029,S12,RE1,0.013
DEMPWRSURWAT,WTRSUR,1,2030,S12,RE1,0.013
DEMPWRSURWAT,WTRSUR,1,2031,S12,RE1,0.0145
DEMPWRSURWAT,WTRSUR,1,2032,S12,RE1,0.0152
DEMPWRSURWAT,WTRSUR,1,2033,S12,RE1,0.0164
DEMPWRSURWAT,WTRSUR,1,2034,S12,RE1,0.0176
DEMPWRSURWAT,WTRSUR,1,2035,S12,RE1,0.0189
DEMTRABIO,CRPMAI,1,2020,S12,RE1,0.199
DEMTRABIO,CRPMAI,1,2021,S12,RE1,0.205
DEMTRABIO,CRPMAI,1,2022,S12,RE1,0.211
DEMTRABIO,CRPMAI,1,2023,S12,RE1,0.217
DEMTRABIO,CRPMAI,1,2024,S12,RE1,0.2229
DEMTRABIO,CRPMAI,1,2025,S12,RE1,0.2309
DEMTRABIO,CRPMAI,1,2026,S12,RE1,0.2369
DEMTRABIO,CRPMAI,1,2027,S12,RE1,0.2428
DEMTRABIO,CRPMAI,1,2028,S12,RE1,0.2508
DEMTRABIO,CRPMAI,1,2029,S12,RE1,0.2588
DEMTRABIO,CRPMAI,1,2030,S12,RE1,0.2667
DEMTRABIO,CRPMAI,1,2031,S12,RE1,0.2747
DEMTRABIO,CRPMAI,1,2032,S12,RE1,0.2827
DEMTRABIO,CRPMAI,1,2033,S12,RE1,0.2906
DEMTRABIO,CRPMAI,1,2034,S12,RE1,0.2986
DEMTRABIO,CRPMAI,1,2035,S12,RE1,0.3065
LNDBLT,LND,1,2020,S12,RE1,2.52
LNDBLT,LND,1,2021,S12,RE1,2.5536
LNDBLT,LND,1,2022,S12,RE1,2.5704
LNDBLT,LND,1,2023,S12,RE1,2.604
LNDBLT,LND,1,2024,S12,RE1,2.6208
LNDBLT,LND,1,2025,S12,RE1,2.6544
LNDBLT,LND,1,2026,S12,RE1,2.6712
LNDBLT,LND,1,2027,S12,RE1,2.7048
LNDBLT,LND,1,2028,S12,RE1,2.7216
LNDBLT,LND,1,2029,S12,RE1,2.7552
LNDBLT,LND,1,2030,S12,RE1,2.7888
LNDBLT,LND,1,2031,S12,RE1,2.8056
LNDBLT,LND,1,2032,S12,RE1,2.8392
LNDBLT,LND,1,2033,S12,RE1,2.8728
LNDBLT,LND,1,2034,S12,RE1,2.8896
LNDBLT,LND,1,2035,S12,RE1,2.9232
LNDBLT,WTRPRC,1,2020,S12,RE1,3.024
LNDBLT,WTRPRC,1,2021,S12,RE1,3.0643
LNDBLT,WTRPRC,1,2022,S12,RE1,3.0845
LNDBLT,WTRPRC,1,2023,S12,RE1,3.1248
LNDBLT,WTRPRC,1,2024,S12,RE1,3.145
LNDBLT,WTRPRC,1,2025,S12,RE1,3.1853
LNDBLT,WTRPRC,1,2026,S12,RE1,3.2054
LNDBLT,WTRPRC,1,2027,S12,RE1,3.2458
LNDBLT,WTRPRC,1,2028,S12,RE1,3.2659
LNDBLT,WTRPRC,1,2029,S12,RE1,3.3062
LNDBLT,WTRPRC,1,2030,S12,RE1,3.3466
LNDBLT,WTRPRC,1,2031,S12,RE1,3.3667
LNDBLT,WTRPRC,1,2032,S12,RE1,3.407
LNDBLT,WTRPRC,1,2033,S12,RE1,3.4474
LNDBLT,WTRPRC,1,2034,S12,RE1,3.4675
LNDBLT,WTRPRC,1,2035,S12,RE1,3.5078
LNDFOR,LND,1,2020,S12,RE1,42.6048
LNDFOR,LND,1,2021,S12,RE1,42.5767
LNDFOR,LND,1,2022,S12,RE1,42.5676
