r,t,y,TotalCapacityAnnual
RE1,LNDMAIIRR,2023,1.5363
RE1,LNDMAIIRR,2024,1.9366
RE1,LNDMAIIRR,2025,2.3607
RE1,LNDMAIIRR,2026,2.7609
RE1,LNDMAIIRR,2027,3.1634
RE1,LNDMAIIRR,2028,3.5897
RE1,LNDMAIIRR,2029,4.016
RE1,LNDMAIIRR,2030,4.4445
RE1,LNDMAIIRR,2031,4.5681
RE1,LNDMAIIRR,2032,4.6918
RE1,LNDMAIIRR,2033,4.8155
RE1,LNDMAIIRR,2034,4.9391
RE1,LNDMAIIRR,2035,5.065
RE1,LNDRICIRR,2020,0.55
RE1,LNDRICIRR,2021,0.6373
RE1,LNDRICIRR,2022,0.744
RE1,LNDRICIRR,2023,0.8511
RE1,LNDRICIRR,2024,0.9591
RE1,LNDRICIRR,2025,1.0677
RE1,LNDRICIRR,2026,1.1766
RE1,LNDRICIRR,2027,1.2855
RE1,LNDRICIRR,2028,1.3954
RE1,LNDRICIRR,2029,1.5067
RE1,LNDRICIRR,2030,1.6175
RE1,LNDRICIRR,2031,1.6498
RE1,LNDRICIRR,2032,1.6829
RE1,LNDRICIRR,2033,1.7171
RE1,LNDRICIRR,2034,1.7512
RE1,LNDRICIRR,2035,1.7862
RE1,LNDFOR,2020,253.6
RE1,LNDFOR,2021,253.4329
RE1,LNDFOR,2022,253.3788
RE1,LNDFOR,2023,253.2256
RE1,LNDFOR,2024,253.1693
RE1,LNDFOR,2025,252.9897
RE1,LNDFOR,2026,252.9324
RE1,LNDFOR,2027,252.773
RE1,LNDFOR,2028,252.6889
RE1,LNDFOR,2029,252.5043
RE1,LNDFOR,2030,251.7042
RE1,LNDFOR,2031,251.7042
RE1,LNDFOR,2032,251.7042
RE1,LNDFOR,2033,251.7042
RE1,LNDFOR,2034,251.7042
RE1,LNDFOR,2035,251.7042
RE1,LNDBLT,2020,15.0
RE1,LNDBLT,2021,15.2
RE1,LNDBLT,2022,15.3
RE1,LNDBLT,2023,15.5
RE1,LNDBLT,2024,15.6
RE1,LNDBLT,2025,15.8
RE1,LNDBLT,2026,15.9
RE1,LNDBLT,2027,16.1
RE1,LNDBLT,2028,16.2
RE1,LNDBLT,2029,16.4
RE1,LNDBLT,2030,16.6
RE1,LNDBLT,2031,16.7
RE1,LNDBLT,2032,16.9
RE1,LNDBLT,2033,17.1
RE1,LNDBLT,2034,17.2
RE1,LNDBLT,2035,17.4
RE1,LNDWAT,2020,25.0892
RE1,LNDWAT,2021,25.021
RE1,LNDWAT,2022,25.021
RE1,LNDWAT,2023,25.021
RE1,LNDWAT,2024,25.021
RE1,LNDWAT,2025,25.021
RE1,LNDWAT,2026,25.021
RE1,LNDWAT,2027,25.021
RE1,LNDWAT,2028,25.021
RE1,LNDWAT,2029,25.021
RE1,LNDWAT,2030,25.6338
RE1,LNDWAT,2031,25.3778
RE1,LNDWAT,2032,25.021
RE1,LNDWAT,2033,25.7441
RE1,LNDWAT,2034,26.2651
RE1,LNDWAT,2035,26.9945
RE1,RSCPRC,2020,3185.8407
RE1,RSCPRC,2021,3185.8407
RE1,RSCPRC,2022,3185.8407
RE1,RSCPRC,2023,3185.8407
RE1,RSCPRC,2024,3185.8407
RE1,RSCPRC,2025,3185.8407
RE1,RSCPRC,2026,3185.8407
RE1,RSCPRC,2027,3185.8407
RE1,RSCPRC,2028,3185.8407
RE1,RSCPRC,2029,3185.8407
RE1,RSCPRC,2030,3147.1064
RE1,RSCPRC,2031,3163.2839
RE1,RSCPRC,2032,3185.8407
RE1,RSCPRC,2033,3185.8407
RE1,RSCPRC,2034,3185.8407
RE1,RSCPRC,2035,3185.8407
RE1,RSCHYD,2020,109.7829
RE1,RSCHYD,2021,109.8744
RE1,RSCHYD,2022,109.9724
RE1,RSCHYD,2023,110.0786
RE1,RSCHYD,2024,110.1774
RE1,RSCHYD,2025,110.2992
RE1,RSCHYD,2026,110.3985
RE1,RSCHYD,2027,110.508
RE1,RSCHYD,2028,110.6229
RE1,RSCHYD,2029,110.7472
RE1,RSCHYD,2030,111.1179
RE1,RSCHYD,2031,111.112
RE1,RSCHYD,2032,111.0753
RE1,RSCHYD,2033,111.471
RE1,RSCHYD,2034,111.7768
RE1,RSCHYD,2035,112.1767
RE1,RSCSOL,2020,12.299
RE1,RSCSOL,2021,12.299
RE1,RSCSOL,2022,12.299
RE1,RSCSOL,2023,12.299
RE1,RSCSOL,2024,12.299
RE1,RSCSOL,2025,12.299
RE1,RSCSOL,2026,12.299
RE1,RSCSOL,2027,12.299
RE1,RSCSOL,2028,12.299
RE1,RSCSOL,2029,12.299
RE1,RSCSOL,2030,12.299
RE1,RSCSOL,2031,12.299
RE1,RSCSOL,2032,12.299
RE1,RSCSOL,2033,12.299
RE1,RSCSOL,2034,12.299
RE1,RSCSOL,2035,12.299
RE1,RSCWND,2020,19.3946
RE1,RSCWND,2021,19.3946
RE1,RSCWND,2022,19.3946
RE1,RSCWND,2023,19.3946
RE1,RSCWND,2024,19.3946
RE1,RSCWND,2025,19.3946
RE1,RSCWND,2026,19.3946
RE1,RSCWND,2027,19.3946
RE1,RSCWND,2028,19.3946
RE1,RSCWND,2029,19.3946
RE1,RSCWND,2030,19.3946
RE1,RSCWND,2031,19.3946
RE1,RSCWND,2032,19.3946
RE1,RSCWND,2033,19.3946
RE1,RSCWND,2034,19.3946
RE1,RSCWND,2035,19.3946
RE1,PWRHYD,2020,3.0
RE1,PWRHYD,2021,3.0
RE1,PWRHYD,2022,3.0
RE1,PWRHYD,2023,3.0
RE1,PWRHYD,2024,3.0
RE1,PWRHYD,2025,3.0
RE1,PWRHYD,2026,3.0
RE1,PWRHYD,2027,3.0
RE1,PWRHYD,2028,3.0
RE1,PWRHYD,2029,3.0
RE1,PWRHYD,2030,3.0
RE1,PWRHYD,2031,3.0
RE1,PWRHYD,2032,3.0
RE1,PWRHYD,2033,3.0
RE1,PWRHYD,2034,3.0
RE1,PWRHYD,2035,3.0
RE1,PWRSOL,2020,1.0
RE1,PWRSOL,2021,1.0
RE1,PWRSOL,2022,1.0
RE1,PWRSOL,2023,1.0
RE1,PWRSOL,2024,1.0
RE1,PWRSOL,2025,1.0
RE1,PWRSOL,2026,1.0
RE1,PWRSOL,2027,1.0
RE1,PWRSOL,2028,1.0
RE1,PWRSOL,2029,1.0
RE1,PWRSOL,2030,1.0
RE1,PWRSOL,2031,1.0
RE1,PWRSOL,2032,1.0
RE1,PWRSOL,2033,1.0
RE1,PWRSOL,2034,1.0
RE1,PWRSOL,2035,1.0
RE1,PWRWND,2020,1.5
RE1,PWRWND,2021,1.5
RE1,PWRWND,2022,1.5
RE1,PWRWND,2023,1.5
RE1,PWRWND,2024,1.5
RE1,PWRWND,2025,1.5
RE1,PWRWND,2026,1.5
RE1,PWRWND,2027,1.5
RE1,PWRWND,2028,1.5
RE1,PWRWND,2029,1.5
RE1,PWRWND,2030,1.5
RE1,PWRWND,2031,1.5
RE1,PWRWND,2032,1.5
RE1,PWRWND,2033,1.5
RE1,PWRWND,2034,1.5
RE1,PWRWND,2035,1.5
RE1,DEMAGRDSL,2020,2.0597
RE1,DEMAGRDSL,2021,2.1353
RE1,DEMAGRDSL,2022,2.2212
RE1,DEMAGRDSL,2023,2.3064
RE1,DEMAGRDSL,2024,2.3932
RE1,DEMAGRDSL,2025,2.4916
RE1,DEMAGRDSL,2026,2.5788
RE1,DEMAGRDSL,2027,2.6672
RE1,DEMAGRDSL,2028,2.7676
RE1,DEMAGRDSL,2029,2.8684
RE1,DEMAGRDSL,2030,2.9704
RE1,DEMAGRDSL,2031,3.0468
RE1,DEMAGRDSL,2032,3.1236
RE1,DEMAGRDSL,2033,3.2009
RE1,DEMAGRDSL,2034,3.2782
RE1,DEMAGRDSL,2035,3.3571
RE1,DEMAGRSURWAT,2020,1.0
RE1,DEMAGRSURWAT,2021,0.9
RE1,DEMAGRSURWAT,2022,0.8
RE1,DEMAGRSURWAT,2023,0.8555
RE1,DEMAGRSURWAT,2024,1.1465
RE1,DEMAGRSURWAT,2025,1.4481
RE1,DEMAGRSURWAT,2026,1.7397
RE1,DEMAGRSURWAT,2027,2.0322
RE1,DEMAGRSURWAT,2028,2.3355
RE1,DEMAGRSURWAT,2029,2.6398
RE1,DEMAGRSURWAT,2030,2.9446
RE1,DEMAGRSURWAT,2031,3.0183
RE1,DEMAGRSURWAT,2032,3.0927
RE1,DEMAGRSURWAT,2033,3.1676
RE1,DEMAGRSURWAT,2034,3.2425
RE1,DEMAGRSURWAT,2035,3.319
RE1,DEMAGRGWTWAT,2020,0.5
RE1,DEMAGRGWTWAT,2021,0.45
RE1,DEMAGRGWTWAT,2022,0.4
RE1,DEMAGRGWTWAT,2023,0.35
RE1,DEMAGRGWTWAT,2024,0.3
RE1,DEMAGRGWTWAT,2025,0.25
RE1,DEMAGRGWTWAT,2026,0.2
RE1,DEMAGRGWTWAT,2027,0.15
RE1,DEMAGRGWTWAT,2028,0.1
RE1,DEMAGRGWTWAT,2029,0.05
RE1,DEMPWRSURWAT,2020,0.0507
RE1,DEMPWRSURWAT,2021,0.0545
RE1,DEMPWRSURWAT,2022,0.0595
RE1,DEMPWRSURWAT,2023,0.0656
RE1,DEMPWRSURWAT,2024,0.0718
RE1,DEMPWRSURWAT,2025,0.0792
RE1,DEMPWRSURWAT,2026,0.0887
RE1,DEMPWRSURWAT,2027,0.0961
RE1,DEMPWRSURWAT,2028,0.1038
RE1,DEMPWRSURWAT,2029,0.1123
RE1,DEMPWRSURWAT,2030,0.1181
RE1,DEMPWRSURWAT,2031,0.1273
RE1,DEMPWRSURWAT,2032,0.1374
RE1,DEMPWRSURWAT,2033,0.1477
RE1,DEMPWRSURWAT,2034,0.1589
RE1,DEMPWRSURWAT,2035,0.1704
RE1,DEMPUBSURWAT,2020,0.83
RE1,DEMPUBSURWAT,2021,0.933
RE1,DEMPUBSURWAT,2022,1.056
RE1,DEMPUBSURWAT,2023,1.1822
RE1,DEMPUBSURWAT,2024,1.3135
RE1,DEMPUBSURWAT,2025,1.4514
RE1,DEMPUBSURWAT,2026,1.5943
RE1,DEMPUBSURWAT,2027,1.7422
RE1,DEMPUBSURWAT,2028,1.8984
RE1,DEMPUBSURWAT,2029,2.0596
RE1,DEMPUBSURWAT,2030,2.2291
RE1,DEMPUBSURWAT,2031,2.4052
RE1,DEMPUBSURWAT,2032,2.588
RE1,DEMPUBSURWAT,2033,2.7791
RE1,DEMPUBSURWAT,2034,2.9785
RE1,DEMPUBSURWAT,2035,3.1878
RE1,DEMPUBGWTWAT,2020,0.83
RE1,DEMPUBGWTWAT,2021,0.83
RE1,DEMPUBGWTWAT,2022,0.83
RE1,DEMPUBGWTWAT,2023,0.83
RE1,DEMPUBGWTWAT,2024,0.83
RE1,DEMPUBGWTWAT,2025,0.83
RE1,DEMPUBGWTWAT,2026,0.83
RE1,DEMPUBGWTWAT,2027,0.83
RE1,DEMPUBGWTWAT,2028,0.83
RE1,DEMPUBGWTWAT,2029,0.83
RE1,DEMPUBGWTWAT,2030,0.83
RE1,DEMPUBGWTWAT,2031,0.83
RE1,DEMPUBGWTWAT,2032,0.83
RE1,DEMPUBGWTWAT,2033,0.83
RE1,DEMPUBGWTWAT,2034,0.83
RE1,DEMPUBGWTWAT,2035,0.83
RE1,DEMTRABIO,2020,1.1848
RE1,DEMTRABIO,2021,1.2204
RE1,DEMTRABIO,2022,1.2559
RE1,DEMTRABIO,2023,1.2915
RE1,DEMTRABIO,2024,1.327
RE1,DEMTRABIO,2025,1.3744
RE1,DEMTRABIO,2026,1.41
RE1,DEMTRABIO,2027,1.4455
RE1,DEMTRABIO,2028,1.4929
RE1,DEMTRABIO,2029,1.5403
RE1,DEMTRABIO,2030,1.5877
RE1,DEMTRABIO,2031,1.6351
RE1,DEMTRABIO,2032,1.6825
RE1,DEMTRABIO,2033,1.7299
RE1,DEMTRABIO,2034,1.7773
RE1,DEMTRABIO,2035,1.8246
