r,t,y,AccumulatedNewCapacity
RE1,DEMAGRDSL,2021,2.1353
RE1,DEMAGRDSL,2022,2.2212
RE1,DEMAGRDSL,2023,2.3064
RE1,DEMAGRDSL,2024,2.3932
RE1,DEMAGRDSL,2025,2.4916
RE1,DEMAGRDSL,2026,2.5788
RE1,DEMAGRDSL,2027,2.6672
RE1,DEMAGRDSL,2028,2.7676
RE1,DEMAGRDSL,2029,2.8684
RE1,DEMAGRDSL,2030,2.9704
RE1,DEMAGRDSL,2031,3.0468
RE1,DEMAGRDSL,2032,3.1236
RE1,DEMAGRDSL,2033,3.2009
RE1,DEMAGRDSL,2034,3.2782
RE1,DEMAGRDSL,2035,3.3571
RE1,DEMAGRSURWAT,2023,0.1555
RE1,DEMAGRSURWAT,2024,0.5465
RE1,DEMAGRSURWAT,2025,0.9481
RE1,DEMAGRSURWAT,2026,1.3397
RE1,DEMAGRSURWAT,2027,1.7322
RE1,DEMAGRSURWAT,2028,2.1355
RE1,DEMAGRSURWAT,2029,2.5398
RE1,DEMAGRSURWAT,2030,2.9446
RE1,DEMAGRSURWAT,2031,3.0183
RE1,DEMAGRSURWAT,2032,3.0927
RE1,DEMAGRSURWAT,2033,3.1676
RE1,DEMAGRSURWAT,2034,3.2425
RE1,DEMAGRSURWAT,2035,3.319
RE1,DEMPWRSURWAT,2021,0.0009
RE1,DEMPWRSURWAT,2022,0.0064
RE1,DEMPWRSURWAT,2023,0.0122
RE1,DEMPWRSURWAT,2024,0.0184
RE1,DEMPWRSURWAT,2025,0.0252
RE1,DEMPWRSURWAT,2026,0.0344
RE1,DEMPWRSURWAT,2027,0.0396
RE1,DEMPWRSURWAT,2028,0.0469
RE1,DEMPWRSURWAT,2029,0.055
RE1,DEMPWRSURWAT,2030,0.0603
RE1,DEMPWRSURWAT,2031,0.0691
RE1,DEMPWRSURWAT,2032,0.0786
RE1,DEMPWRSURWAT,2033,0.0885
RE1,DEMPWRSURWAT,2034,0.0991
RE1,DEMPWRSURWAT,2035,0.11
RE1,DEMPUBSURWAT,2021,0.103
RE1,DEMPUBSURWAT,2022,0.226
RE1,DEMPUBSURWAT,2023,0.3522
RE1,DEMPUBSURWAT,2024,0.4835
RE1,DEMPUBSURWAT,2025,0.6214
RE1,DEMPUBSURWAT,2026,0.7643
RE1,DEMPUBSURWAT,2027,0.9122
RE1,DEMPUBSURWAT,2028,1.0684
RE1,DEMPUBSURWAT,2029,1.2296
RE1,DEMPUBSURWAT,2030,1.3991
RE1,DEMPUBSURWAT,2031,1.5752
RE1,DEMPUBSURWAT,2032,1.758
RE1,DEMPUBSURWAT,2033,1.9491
RE1,DEMPUBSURWAT,2034,2.1485
RE1,DEMPUBSURWAT,2035,2.3578
RE1,DEMTRABIO,2020,1.1848
RE1,DEMTRABIO,2021,1.2204
RE1,DEMTRABIO,2022,1.2559
RE1,DEMTRABIO,2023,1.2915
RE1,DEMTRABIO,2024,1.327
RE1,DEMTRABIO,2025,1.3744
RE1,DEMTRABIO,2026,1.41
RE1,DEMTRABIO,2027,1.4455
RE1,DEMTRABIO,2028,1.4929
RE1,DEMTRABIO,2029,1.5403
RE1,DEMTRABIO,2030,1.5877
RE1,DEMTRABIO,2031,1.6351
RE1,DEMTRABIO,2032,1.6825
RE1,DEMTRABIO,2033,1.7299
RE1,DEMTRABIO,2034,1.7773
RE1,DEMTRABIO,2035,1.8246
RE1,PWRBATIN,2020,999999.0
RE1,PWRBATIN,2021,999999.0
RE1,PWRBATIN,2022,999999.0
RE1,PWRBATIN,2023,999999.0
RE1,PWRBATIN,2024,999999.0
RE1,PWRBATIN,2025,999999.0
RE1,PWRBATIN,2026,999999.0
RE1,PWRBATIN,2027,999999.0
RE1,PWRBATIN,2028,999999.0
RE1,PWRBATIN,2029,999999.0
RE1,PWRBATIN,2030,999999.0
RE1,PWRBATIN,2031,999999.0
RE1,PWRBATIN,2032,999999.0
RE1,PWRBATIN,2033,999999.0
RE1,PWRBATIN,2034,999999.0
RE1,PWRBATIN,2035,999999.0
RE1,PWRBATOUT,2020,999999.0
RE1,PWRBATOUT,2021,999999.0
RE1,PWRBATOUT,2022,999999.0
RE1,PWRBATOUT,2023,999999.0
RE1,PWRBATOUT,2024,999999.0
RE1,PWRBATOUT,2025,999999.0
RE1,PWRBATOUT,2026,999999.0
RE1,PWRBATOUT,2027,999999.0
RE1,PWRBATOUT,2028,999999.0
RE1,PWRBATOUT,2029,999999.0
RE1,PWRBATOUT,2030,999999.0
RE1,PWRBATOUT,2031,999999.0
RE1,PWRBATOUT,2032,999999.0
RE1,PWRBATOUT,2033,999999.0
RE1,PWRBATOUT,2034,999999.0
RE1,PWRBATOUT,2035,999999.0
