r,t,y,TotalCapacityAnnual
RE1,LNDMAIHI,2022,999999.0
RE1,LNDMAIHI,2023,999999.0
RE1,LNDMAIHI,2024,999999.0
RE1,LNDMAIHI,2025,999999.0
RE1,LNDMAIHI,2026,999999.0
RE1,LNDMAIHI,2027,999999.0
RE1,LNDMAIHI,2028,999999.0
RE1,LNDMAIHI,2029,999999.0
RE1,LNDMAIHI,2030,999999.0
RE1,LNDMAIHI,2031,999999.0
RE1,LNDMAIHI,2032,999999.0
RE1,LNDMAIHI,2033,999999.0
RE1,LNDMAIHI,2034,999999.0
RE1,LNDMAIHI,2035,999999.0
RE1,LNDRICHI,2020,999999.0
RE1,LNDRICHI,2021,999999.0
RE1,LNDRICHI,2022,999999.0
RE1,LNDRICHI,2023,999999.0
RE1,LNDRICHI,2024,999999.0
RE1,LNDRICHI,2025,999999.0
RE1,LNDRICHI,2026,999999.0
RE1,LNDRICHI,2027,999999.0
RE1,LNDRICHI,2028,999999.0
RE1,LNDRICHI,2029,999999.0
RE1,LNDRICHI,2030,999999.0
RE1,LNDRICHI,2031,999999.0
RE1,LNDRICHI,2032,999999.0
RE1,LNDRICHI,2033,999999.0
RE1,LNDRICHI,2034,999999.0
RE1,LNDRICHI,2035,999999.0
RE1,LNDFOR,2020,999999.0
RE1,LNDFOR,2021,999999.0
RE1,LNDFOR,2022,999999.0
RE1,LNDFOR,2023,999999.0
RE1,LNDFOR,2024,999999.0
RE1,LNDFOR,2025,999999.0
RE1,LNDFOR,2026,999999.0
RE1,LNDFOR,2027,999999.0
RE1,LNDFOR,2028,999999.0
RE1,LNDFOR,2029,999999.0
RE1,LNDFOR,2030,999999.0
RE1,LNDFOR,2031,999999.0
RE1,LNDFOR,2032,999999.0
RE1,LNDFOR,2033,999999.0
RE1,LNDFOR,2034,999999.0
RE1,LNDFOR,2035,999999.0
RE1,LNDBLT,2020,999999.0
RE1,LNDBLT,2021,999999.0
RE1,LNDBLT,2022,999999.0
RE1,LNDBLT,2023,999999.0
RE1,LNDBLT,2024,999999.0
RE1,LNDBLT,2025,999999.0
RE1,LNDBLT,2026,999999.0
RE1,LNDBLT,2027,999999.0
RE1,LNDBLT,2028,999999.0
RE1,LNDBLT,2029,999999.0
RE1,LNDBLT,2030,999999.0
RE1,LNDBLT,2031,999999.0
RE1,LNDBLT,2032,999999.0
RE1,LNDBLT,2033,999999.0
RE1,LNDBLT,2034,999999.0
RE1,LNDBLT,2035,999999.0
RE1,LNDWAT,2020,999999.0
RE1,LNDWAT,2021,999999.0
RE1,LNDWAT,2022,999999.0
RE1,LNDWAT,2023,999999.0
RE1,LNDWAT,2024,999999.0
RE1,LNDWAT,2025,999999.0
RE1,LNDWAT,2026,999999.0
RE1,LNDWAT,2027,999999.0
RE1,LNDWAT,2028,999999.0
RE1,LNDWAT,2029,999999.0
RE1,LNDWAT,2030,999999.0
RE1,LNDWAT,2031,999999.0
RE1,LNDWAT,2032,999999.0
RE1,LNDWAT,2033,999999.0
RE1,LNDWAT,2034,999999.0
RE1,LNDWAT,2035,999999.0
RE1,MINPRC,2020,999999.0
RE1,MINPRC,2021,999999.0
RE1,MINPRC,2022,999999.0
RE1,MINPRC,2023,999999.0
RE1,MINPRC,2024,999999.0
RE1,MINPRC,2025,999999.0
RE1,MINPRC,2026,999999.0
RE1,MINPRC,2027,999999.0
RE1,MINPRC,2028,999999.0
RE1,MINPRC,2029,999999.0
RE1,MINPRC,2030,999999.0
RE1,MINPRC,2031,999999.0
RE1,MINPRC,2032,999999.0
RE1,MINPRC,2033,999999.0
RE1,MINPRC,2034,999999.0
RE1,MINPRC,2035,999999.0
RE1,MINHYD,2020,999999.0
RE1,MINHYD,2021,999999.0
RE1,MINHYD,2022,999999.0
RE1,MINHYD,2023,999999.0
RE1,MINHYD,2024,999999.0
RE1,MINHYD,2025,999999.0
RE1,MINHYD,2026,999999.0
RE1,MINHYD,2027,999999.0
RE1,MINHYD,2028,999999.0
RE1,MINHYD,2029,999999.0
RE1,MINHYD,2030,999999.0
RE1,MINHYD,2031,999999.0
RE1,MINHYD,2032,999999.0
RE1,MINHYD,2033,999999.0
RE1,MINHYD,2034,999999.0
RE1,MINHYD,2035,999999.0
RE1,MINSOL,2020,999999.0
RE1,MINSOL,2021,999999.0
RE1,MINSOL,2022,999999.0
RE1,MINSOL,2023,999999.0
RE1,MINSOL,2024,999999.0
RE1,MINSOL,2025,999999.0
RE1,MINSOL,2026,999999.0
RE1,MINSOL,2027,999999.0
RE1,MINSOL,2028,999999.0
RE1,MINSOL,2029,999999.0
RE1,MINSOL,2030,999999.0
RE1,MINSOL,2031,999999.0
RE1,MINSOL,2032,999999.0
RE1,MINSOL,2033,999999.0
RE1,MINSOL,2034,999999.0
RE1,MINSOL,2035,999999.0
RE1,MINWND,2020,999999.0
RE1,MINWND,2021,999999.0
RE1,MINWND,2022,999999.0
RE1,MINWND,2023,999999.0
RE1,MINWND,2024,999999.0
RE1,MINWND,2025,999999.0
RE1,MINWND,2026,999999.0
RE1,MINWND,2027,999999.0
RE1,MINWND,2028,999999.0
RE1,MINWND,2029,999999.0
RE1,MINWND,2030,999999.0
RE1,MINWND,2031,999999.0
RE1,MINWND,2032,999999.0
RE1,MINWND,2033,999999.0
RE1,MINWND,2034,999999.0
RE1,MINWND,2035,999999.0
RE1,PWRHYD,2020,1.0
RE1,PWRHYD,2021,1.0
RE1,PWRHYD,2022,1.0
RE1,PWRHYD,2023,1.0
RE1,PWRHYD,2024,1.0
RE1,PWRHYD,2025,1.5
RE1,PWRHYD,2026,1.5
RE1,PWRHYD,2027,1.5
RE1,PWRHYD,2028,1.5
RE1,PWRHYD,2029,1.5
RE1,PWRHYD,2030,1.5
RE1,PWRHYD,2031,1.5
RE1,PWRHYD,2032,1.5
RE1,PWRHYD,2033,1.5
RE1,PWRHYD,2034,1.5
RE1,PWRHYD,2035,1.5
RE1,PWRSOL,2020,0.5
RE1,PWRSOL,2021,0.5
RE1,PWRSOL,2022,0.5
RE1,PWRSOL,2023,0.5
RE1,PWRSOL,2024,0.5
RE1,PWRSOL,2025,0.5
RE1,PWRSOL,2026,0.5
RE1,PWRSOL,2027,0.5
RE1,PWRSOL,2028,0.5
RE1,PWRSOL,2029,0.5
RE1,PWRSOL,2030,0.5
RE1,PWRSOL,2031,0.5
RE1,PWRSOL,2032,0.5
RE1,PWRSOL,2033,0.5
RE1,PWRSOL,2034,0.5
RE1,PWRSOL,2035,0.5
RE1,PWRWND,2020,1.0
RE1,PWRWND,2021,1.0
RE1,PWRWND,2022,1.0
RE1,PWRWND,2023,1.0
RE1,PWRWND,2024,1.0
RE1,PWRWND,2025,1.0
RE1,PWRWND,2026,1.0
RE1,PWRWND,2027,1.6832
RE1,PWRWND,2028,2.5449
RE1,PWRWND,2029,3.4067
RE1,PWRWND,2030,6.058
RE1,PWRWND,2031,6.058
RE1,PWRWND,2032,6.2482
RE1,PWRWND,2033,6.5019
RE1,PWRWND,2034,6.6922
RE1,PWRWND,2035,6.9458
