t,f,m,y,l,r,UseByTechnology
LNDRICRNF,AGRDSL,1,2027,S11,RE1,0.0422
LNDRICRNF,AGRDSL,1,2028,S11,RE1,0.0282
LNDRICRNF,AGRDSL,1,2029,S11,RE1,0.014
LNDRICRNF,AGRDSL,1,2030,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2031,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2032,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2033,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2034,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2035,S11,RE1,0.0
LNDRICRNF,LND,1,2020,S11,RE1,0.4781
LNDRICRNF,LND,1,2021,S11,RE1,0.4304
LNDRICRNF,LND,1,2022,S11,RE1,0.3824
LNDRICRNF,LND,1,2023,S11,RE1,0.3347
LNDRICRNF,LND,1,2024,S11,RE1,0.2869
LNDRICRNF,LND,1,2025,S11,RE1,0.2389
LNDRICRNF,LND,1,2026,S11,RE1,0.1912
LNDRICRNF,LND,1,2027,S11,RE1,0.1435
LNDRICRNF,LND,1,2028,S11,RE1,0.0958
LNDRICRNF,LND,1,2029,S11,RE1,0.0477
LNDRICRNF,LND,1,2030,S11,RE1,0.0
LNDRICRNF,LND,1,2031,S11,RE1,0.0
LNDRICRNF,LND,1,2032,S11,RE1,0.0
LNDRICRNF,LND,1,2033,S11,RE1,0.0
LNDRICRNF,LND,1,2034,S11,RE1,0.0
LNDRICRNF,LND,1,2035,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2020,S11,RE1,0.5738
LNDRICRNF,WTRPRC,1,2021,S11,RE1,0.5165
LNDRICRNF,WTRPRC,1,2022,S11,RE1,0.4588
LNDRICRNF,WTRPRC,1,2023,S11,RE1,0.4016
LNDRICRNF,WTRPRC,1,2024,S11,RE1,0.3443
LNDRICRNF,WTRPRC,1,2025,S11,RE1,0.2867
LNDRICRNF,WTRPRC,1,2026,S11,RE1,0.2294
LNDRICRNF,WTRPRC,1,2027,S11,RE1,0.1722
LNDRICRNF,WTRPRC,1,2028,S11,RE1,0.1149
LNDRICRNF,WTRPRC,1,2029,S11,RE1,0.0573
LNDRICRNF,WTRPRC,1,2030,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2031,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2032,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2033,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2034,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2035,S11,RE1,0.0
LNDWAT,LND,1,2020,S11,RE1,8.3957
LNDWAT,LND,1,2021,S11,RE1,8.4071
LNDWAT,LND,1,2022,S11,RE1,8.4071
LNDWAT,LND,1,2023,S11,RE1,8.4071
LNDWAT,LND,1,2024,S11,RE1,8.4071
LNDWAT,LND,1,2025,S11,RE1,8.4071
LNDWAT,LND,1,2026,S11,RE1,8.4071
LNDWAT,LND,1,2027,S11,RE1,8.4071
LNDWAT,LND,1,2028,S11,RE1,8.4071
LNDWAT,LND,1,2029,S11,RE1,8.4071
LNDWAT,LND,1,2030,S11,RE1,8.613
LNDWAT,LND,1,2031,S11,RE1,8.5269
LNDWAT,LND,1,2032,S11,RE1,8.4071
LNDWAT,LND,1,2033,S11,RE1,8.2868
LNDWAT,LND,1,2034,S11,RE1,8.2002
LNDWAT,LND,1,2035,S11,RE1,8.079
LNDWAT,WTRPRC,1,2020,S11,RE1,10.0749
LNDWAT,WTRPRC,1,2021,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2022,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2023,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2024,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2025,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2026,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2027,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2028,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2029,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2030,S11,RE1,10.3355
LNDWAT,WTRPRC,1,2031,S11,RE1,10.2323
LNDWAT,WTRPRC,1,2032,S11,RE1,10.0885
LNDWAT,WTRPRC,1,2033,S11,RE1,9.9442
LNDWAT,WTRPRC,1,2034,S11,RE1,9.8403
LNDWAT,WTRPRC,1,2035,S11,RE1,9.6948
PWRCOA,COA,1,2020,S11,RE1,98.37
PWRCOA,COA,1,2021,S11,RE1,99.6841
PWRCOA,COA,1,2022,S11,RE1,102.1672
PWRCOA,COA,1,2023,S11,RE1,104.1389
PWRCOA,COA,1,2024,S11,RE1,105.0075
PWRCOA,COA,1,2025,S11,RE1,105.2479
PWRCOA,COA,1,2026,S11,RE1,105.1325
PWRCOA,COA,1,2027,S11,RE1,103.7539
PWRCOA,COA,1,2028,S11,RE1,98.1374
PWRCOA,COA,1,2029,S11,RE1,94.846
PWRCOA,COA,1,2030,S11,RE1,63.5766
PWRCOA,COA,1,2031,S11,RE1,63.5766
PWRCOA,COA,1,2032,S11,RE1,63.5766
PWRCOA,COA,1,2033,S11,RE1,59.4369
PWRCOA,COA,1,2034,S11,RE1,43.6356
PWRCOA,COA,1,2035,S11,RE1,30.6509
PWRCOA,PWRWAT,1,2020,S11,RE1,0.0085
PWRCOA,PWRWAT,1,2021,S11,RE1,0.0086
PWRCOA,PWRWAT,1,2022,S11,RE1,0.0089
PWRCOA,PWRWAT,1,2023,S11,RE1,0.009
PWRCOA,PWRWAT,1,2024,S11,RE1,0.0091
PWRCOA,PWRWAT,1,2025,S11,RE1,0.0091
PWRCOA,PWRWAT,1,2026,S11,RE1,0.0091
PWRCOA,PWRWAT,1,2027,S11,RE1,0.009
PWRCOA,PWRWAT,1,2028,S11,RE1,0.0085
PWRCOA,PWRWAT,1,2029,S11,RE1,0.0082
PWRCOA,PWRWAT,1,2030,S11,RE1,0.0055
PWRCOA,PWRWAT,1,2031,S11,RE1,0.0055
PWRCOA,PWRWAT,1,2032,S11,RE1,0.0055
PWRCOA,PWRWAT,1,2033,S11,RE1,0.0052
PWRCOA,PWRWAT,1,2034,S11,RE1,0.0038
PWRCOA,PWRWAT,1,2035,S11,RE1,0.0027
PWRGAS,GAS,1,2020,S11,RE1,0.0
PWRGAS,GAS,1,2021,S11,RE1,0.0
PWRGAS,GAS,1,2022,S11,RE1,0.0
PWRGAS,GAS,1,2023,S11,RE1,0.0
PWRGAS,GAS,1,2024,S11,RE1,0.0
PWRGAS,GAS,1,2025,S11,RE1,0.0
PWRGAS,GAS,1,2026,S11,RE1,0.0
PWRGAS,GAS,1,2027,S11,RE1,0.0
PWRGAS,GAS,1,2028,S11,RE1,0.0
PWRGAS,GAS,1,2029,S11,RE1,0.0
PWRGAS,GAS,1,2030,S11,RE1,15.3336
PWRGAS,GAS,1,2031,S11,RE1,10.7979
PWRGAS,GAS,1,2032,S11,RE1,3.3873
PWRGAS,GAS,1,2033,S11,RE1,0.0
PWRGAS,GAS,1,2034,S11,RE1,0.0
PWRGAS,GAS,1,2035,S11,RE1,0.0
PWRGAS,PWRWAT,1,2020,S11,RE1,0.0
PWRGAS,PWRWAT,1,2021,S11,RE1,0.0
PWRGAS,PWRWAT,1,2022,S11,RE1,0.0
PWRGAS,PWRWAT,1,2023,S11,RE1,0.0
PWRGAS,PWRWAT,1,2024,S11,RE1,0.0
PWRGAS,PWRWAT,1,2025,S11,RE1,0.0
PWRGAS,PWRWAT,1,2026,S11,RE1,0.0
PWRGAS,PWRWAT,1,2027,S11,RE1,0.0
PWRGAS,PWRWAT,1,2028,S11,RE1,0.0
PWRGAS,PWRWAT,1,2029,S11,RE1,0.0
PWRGAS,PWRWAT,1,2030,S11,RE1,0.0017
PWRGAS,PWRWAT,1,2031,S11,RE1,0.0012
PWRGAS,PWRWAT,1,2032,S11,RE1,0.0004
PWRGAS,PWRWAT,1,2033,S11,RE1,0.0
PWRGAS,PWRWAT,1,2034,S11,RE1,0.0
PWRGAS,PWRWAT,1,2035,S11,RE1,0.0
PWRHYD,HYD,1,2020,S11,RE1,9.3499
PWRHYD,HYD,1,2021,S11,RE1,9.5365
PWRHYD,HYD,1,2022,S11,RE1,9.5365
PWRHYD,HYD,1,2023,S11,RE1,9.5365
PWRHYD,HYD,1,2024,S11,RE1,9.5365
PWRHYD,HYD,1,2025,S11,RE1,9.5365
PWRHYD,HYD,1,2026,S11,RE1,9.5365
PWRHYD,HYD,1,2027,S11,RE1,9.5365
PWRHYD,HYD,1,2028,S11,RE1,9.5365
PWRHYD,HYD,1,2029,S11,RE1,9.5365
PWRHYD,HYD,1,2030,S11,RE1,9.5365
PWRHYD,HYD,1,2031,S11,RE1,9.5365
PWRHYD,HYD,1,2032,S11,RE1,9.5365
PWRHYD,HYD,1,2033,S11,RE1,9.5365
PWRHYD,HYD,1,2034,S11,RE1,9.5365
PWRHYD,HYD,1,2035,S11,RE1,9.5365
PWRSOL,SOL,1,2020,S11,RE1,4.1325
PWRSOL,SOL,1,2021,S11,RE1,4.1325
PWRSOL,SOL,1,2022,S11,RE1,4.1325
PWRSOL,SOL,1,2023,S11,RE1,4.1325
PWRSOL,SOL,1,2024,S11,RE1,4.1325
PWRSOL,SOL,1,2025,S11,RE1,4.1325
PWRSOL,SOL,1,2026,S11,RE1,4.1325
PWRSOL,SOL,1,2027,S11,RE1,4.1325
PWRSOL,SOL,1,2028,S11,RE1,4.1325
PWRSOL,SOL,1,2029,S11,RE1,4.1325
PWRSOL,SOL,1,2030,S11,RE1,4.1325
PWRSOL,SOL,1,2031,S11,RE1,4.1325
PWRSOL,SOL,1,2032,S11,RE1,4.1325
PWRSOL,SOL,1,2033,S11,RE1,4.1325
PWRSOL,SOL,1,2034,S11,RE1,4.1325
PWRSOL,SOL,1,2035,S11,RE1,4.1325
PWRTRN,ELC001,1,2020,S11,RE1,47.7028
PWRTRN,ELC001,1,2021,S11,RE1,51.6049
PWRTRN,ELC001,1,2022,S11,RE1,56.4516
PWRTRN,ELC001,1,2023,S11,RE1,61.6116
PWRTRN,ELC001,1,2024,S11,RE1,66.7574
PWRTRN,ELC001,1,2025,S11,RE1,72.2218
PWRTRN,ELC001,1,2026,S11,RE1,78.3056
PWRTRN,ELC001,1,2027,S11,RE1,84.3943
PWRTRN,ELC001,1,2028,S11,RE1,90.8021
PWRTRN,ELC001,1,2029,S11,RE1,97.8337
PWRTRN,ELC001,1,2030,S11,RE1,105.1797
PWRTRN,ELC001,1,2031,S11,RE1,112.7892
PWRTRN,ELC001,1,2032,S11,RE1,121.022
PWRTRN,ELC001,1,2033,S11,RE1,129.5725
PWRTRN,ELC001,1,2034,S11,RE1,138.7464
PWRTRN,ELC001,1,2035,S11,RE1,148.2406
PWRWND,WND,1,2020,S11,RE1,5.563
PWRWND,WND,1,2021,S11,RE1,8.8404
PWRWND,WND,1,2022,S11,RE1,12.8594
PWRWND,WND,1,2023,S11,RE1,17.3621
PWRWND,WND,1,2024,S11,RE1,22.2184
PWRWND,WND,1,2025,S11,RE1,27.6027
PWRWND,WND,1,2026,S11,RE1,33.725
PWRWND,WND,1,2027,S11,RE1,40.2732
PWRWND,WND,1,2028,S11,RE1,48.5531
PWRWND,WND,1,2029,S11,RE1,56.6819
PWRWND,WND,1,2030,S11,RE1,66.7842
PWRWND,WND,1,2031,S11,RE1,76.6616
PWRWND,WND,1,2032,S11,RE1,88.5997
PWRWND,WND,1,2033,S11,RE1,100.2237
PWRWND,WND,1,2034,S11,RE1,114.6647
PWRWND,WND,1,2035,S11,RE1,128.4871
RSCHYD,WTRRUN,1,2020,S11,RE1,26.7139
RSCHYD,WTRRUN,1,2021,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2022,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2023,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2024,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2025,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2026,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2027,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2028,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2029,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2030,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2031,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2032,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2033,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2034,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2035,S11,RE1,27.2471
UPSWTRSUR,WTRRUN,1,2020,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2021,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2022,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2023,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2024,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2025,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2026,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2027,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2028,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2029,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2030,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2031,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2032,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2033,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2034,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2035,S11,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2020,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2021,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2022,S12,RE1,0.0301
DEMAGRGWTWAT,ELC002,1,2023,S12,RE1,0.0635
DEMAGRGWTWAT,ELC002,1,2024,S12,RE1,0.0544
DEMAGRGWTWAT,ELC002,1,2025,S12,RE1,0.0454
DEMAGRGWTWAT,ELC002,1,2026,S12,RE1,0.0363
DEMAGRGWTWAT,ELC002,1,2027,S12,RE1,0.0272
DEMAGRGWTWAT,ELC002,1,2028,S12,RE1,0.0181
DEMAGRGWTWAT,ELC002,1,2029,S12,RE1,0.0091
DEMAGRGWTWAT,ELC002,1,2030,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2031,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2032,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2033,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2034,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2035,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2020,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2021,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2022,S12,RE1,0.0279
DEMAGRGWTWAT,WTRGWT,1,2023,S12,RE1,0.0588
DEMAGRGWTWAT,WTRGWT,1,2024,S12,RE1,0.0504
DEMAGRGWTWAT,WTRGWT,1,2025,S12,RE1,0.042
DEMAGRGWTWAT,WTRGWT,1,2026,S12,RE1,0.0336
DEMAGRGWTWAT,WTRGWT,1,2027,S12,RE1,0.0252
DEMAGRGWTWAT,WTRGWT,1,2028,S12,RE1,0.0168
DEMAGRGWTWAT,WTRGWT,1,2029,S12,RE1,0.0084
DEMAGRGWTWAT,WTRGWT,1,2030,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2031,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2032,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2033,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2034,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2035,S12,RE1,0.0
DEMAGRSURWAT,ELC002,1,2020,S12,RE1,0.0721
DEMAGRSURWAT,ELC002,1,2021,S12,RE1,0.1049
DEMAGRSURWAT,ELC002,1,2022,S12,RE1,0.1156
DEMAGRSURWAT,ELC002,1,2023,S12,RE1,0.1236
DEMAGRSURWAT,ELC002,1,2024,S12,RE1,0.1656
DEMAGRSURWAT,ELC002,1,2025,S12,RE1,0.2092
DEMAGRSURWAT,ELC002,1,2026,S12,RE1,0.2514
DEMAGRSURWAT,ELC002,1,2027,S12,RE1,0.2936
DEMAGRSURWAT,ELC002,1,2028,S12,RE1,0.3374
DEMAGRSURWAT,ELC002,1,2029,S12,RE1,0.3814
DEMAGRSURWAT,ELC002,1,2030,S12,RE1,0.4254
DEMAGRSURWAT,ELC002,1,2031,S12,RE1,0.4361
DEMAGRSURWAT,ELC002,1,2032,S12,RE1,0.4468
DEMAGRSURWAT,ELC002,1,2033,S12,RE1,0.4577
DEMAGRSURWAT,ELC002,1,2034,S12,RE1,0.4685
DEMAGRSURWAT,ELC002,1,2035,S12,RE1,0.4795
DEMAGRSURWAT,WTRSUR,1,2020,S12,RE1,0.0839
DEMAGRSURWAT,WTRSUR,1,2021,S12,RE1,0.122
DEMAGRSURWAT,WTRSUR,1,2022,S12,RE1,0.1344
DEMAGRSURWAT,WTRSUR,1,2023,S12,RE1,0.1437
DEMAGRSURWAT,WTRSUR,1,2024,S12,RE1,0.1926
DEMAGRSURWAT,WTRSUR,1,2025,S12,RE1,0.2433
DEMAGRSURWAT,WTRSUR,1,2026,S12,RE1,0.2923
DEMAGRSURWAT,WTRSUR,1,2027,S12,RE1,0.3414
DEMAGRSURWAT,WTRSUR,1,2028,S12,RE1,0.3924
DEMAGRSURWAT,WTRSUR,1,2029,S12,RE1,0.4435
DEMAGRSURWAT,WTRSUR,1,2030,S12,RE1,0.4947
DEMAGRSURWAT,WTRSUR,1,2031,S12,RE1,0.5071
DEMAGRSURWAT,WTRSUR,1,2032,S12,RE1,0.5196
DEMAGRSURWAT,WTRSUR,1,2033,S12,RE1,0.5322
DEMAGRSURWAT,WTRSUR,1,2034,S12,RE1,0.5447
DEMAGRSURWAT,WTRSUR,1,2035,S12,RE1,0.5576
DEMPUBGWTWAT,ELC002,1,2020,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2021,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2022,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2023,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2024,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2025,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2026,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2027,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2028,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2029,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2030,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2031,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2032,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2033,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2034,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2035,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2020,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2021,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2022,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2023,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2024,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2025,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2026,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2027,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2028,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2029,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2030,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2031,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2032,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2033,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2034,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2035,S12,RE1,0.0
DEMPUBSURWAT,ELC002,1,2020,S12,RE1,0.2515
DEMPUBSURWAT,ELC002,1,2021,S12,RE1,0.2693
DEMPUBSURWAT,ELC002,1,2022,S12,RE1,0.288
DEMPUBSURWAT,ELC002,1,2023,S12,RE1,0.3074
DEMPUBSURWAT,ELC002,1,2024,S12,RE1,0.3274
DEMPUBSURWAT,ELC002,1,2025,S12,RE1,0.3485
DEMPUBSURWAT,ELC002,1,2026,S12,RE1,0.3703
DEMPUBSURWAT,ELC002,1,2027,S12,RE1,0.3929
DEMPUBSURWAT,ELC002,1,2028,S12,RE1,0.4167
DEMPUBSURWAT,ELC002,1,2029,S12,RE1,0.4414
DEMPUBSURWAT,ELC002,1,2030,S12,RE1,0.4672
DEMPUBSURWAT,ELC002,1,2031,S12,RE1,0.4941
DEMPUBSURWAT,ELC002,1,2032,S12,RE1,0.5221
DEMPUBSURWAT,ELC002,1,2033,S12,RE1,0.5513
DEMPUBSURWAT,ELC002,1,2034,S12,RE1,0.5817
DEMPUBSURWAT,ELC002,1,2035,S12,RE1,0.6137
DEMPUBSURWAT,WTRSUR,1,2020,S12,RE1,0.0892
DEMPUBSURWAT,WTRSUR,1,2021,S12,RE1,0.0955
DEMPUBSURWAT,WTRSUR,1,2022,S12,RE1,0.1021
DEMPUBSURWAT,WTRSUR,1,2023,S12,RE1,0.109
DEMPUBSURWAT,WTRSUR,1,2024,S12,RE1,0.1161
DEMPUBSURWAT,WTRSUR,1,2025,S12,RE1,0.1236
DEMPUBSURWAT,WTRSUR,1,2026,S12,RE1,0.1313
DEMPUBSURWAT,WTRSUR,1,2027,S12,RE1,0.1393
DEMPUBSURWAT,WTRSUR,1,2028,S12,RE1,0.1478
DEMPUBSURWAT,WTRSUR,1,2029,S12,RE1,0.1565
DEMPUBSURWAT,WTRSUR,1,2030,S12,RE1,0.1657
DEMPUBSURWAT,WTRSUR,1,2031,S12,RE1,0.1752
DEMPUBSURWAT,WTRSUR,1,2032,S12,RE1,0.1851
DEMPUBSURWAT,WTRSUR,1,2033,S12,RE1,0.1955
DEMPUBSURWAT,WTRSUR,1,2034,S12,RE1,0.2063
DEMPUBSURWAT,WTRSUR,1,2035,S12,RE1,0.2176
DEMPWRSURWAT,ELC002,1,2020,S12,RE1,0.0169
DEMPWRSURWAT,ELC002,1,2021,S12,RE1,0.0173
DEMPWRSURWAT,ELC002,1,2022,S12,RE1,0.0179
DEMPWRSURWAT,ELC002,1,2023,S12,RE1,0.0184
DEMPWRSURWAT,ELC002,1,2024,S12,RE1,0.0188
DEMPWRSURWAT,ELC002,1,2025,S12,RE1,0.0191
DEMPWRSURWAT,ELC002,1,2026,S12,RE1,0.0194
DEMPWRSURWAT,ELC002,1,2027,S12,RE1,0.0195
DEMPWRSURWAT,ELC002,1,2028,S12,RE1,0.0191
DEMPWRSURWAT,ELC002,1,2029,S12,RE1,0.019
DEMPWRSURWAT,ELC002,1,2030,S12,RE1,0.0156
DEMPWRSURWAT,ELC002,1,2031,S12,RE1,0.0152
DEMPWRSURWAT,ELC002,1,2032,S12,RE1,0.0156
DEMPWRSURWAT,ELC002,1,2033,S12,RE1,0.015
DEMPWRSURWAT,ELC002,1,2034,S12,RE1,0.0135
DEMPWRSURWAT,ELC002,1,2035,S12,RE1,0.0125
DEMPWRSURWAT,WTRSUR,1,2020,S12,RE1,0.006
DEMPWRSURWAT,WTRSUR,1,2021,S12,RE1,0.0061
DEMPWRSURWAT,WTRSUR,1,2022,S12,RE1,0.0064
DEMPWRSURWAT,WTRSUR,1,2023,S12,RE1,0.0065
DEMPWRSURWAT,WTRSUR,1,2024,S12,RE1,0.0067
DEMPWRSURWAT,WTRSUR,1,2025,S12,RE1,0.0068
DEMPWRSURWAT,WTRSUR,1,2026,S12,RE1,0.0069
DEMPWRSURWAT,WTRSUR,1,2027,S12,RE1,0.0069
DEMPWRSURWAT,WTRSUR,1,2028,S12,RE1,0.0068
DEMPWRSURWAT,WTRSUR,1,2029,S12,RE1,0.0068
DEMPWRSURWAT,WTRSUR,1,2030,S12,RE1,0.0055
DEMPWRSURWAT,WTRSUR,1,2031,S12,RE1,0.0054
DEMPWRSURWAT,WTRSUR,1,2032,S12,RE1,0.0055
DEMPWRSURWAT,WTRSUR,1,2033,S12,RE1,0.0053
DEMPWRSURWAT,WTRSUR,1,2034,S12,RE1,0.0048
DEMPWRSURWAT,WTRSUR,1,2035,S12,RE1,0.0044
DEMTRABIO,CRPMAI,1,2020,S12,RE1,0.199
DEMTRABIO,CRPMAI,1,2021,S12,RE1,0.205
DEMTRABIO,CRPMAI,1,2022,S12,RE1,0.211
DEMTRABIO,CRPMAI,1,2023,S12,RE1,0.217
DEMTRABIO,CRPMAI,1,2024,S12,RE1,0.2229
DEMTRABIO,CRPMAI,1,2025,S12,RE1,0.2309
DEMTRABIO,CRPMAI,1,2026,S12,RE1,0.2369
DEMTRABIO,CRPMAI,1,2027,S12,RE1,0.2428
DEMTRABIO,CRPMAI,1,2028,S12,RE1,0.2508
DEMTRABIO,CRPMAI,1,2029,S12,RE1,0.2588
DEMTRABIO,CRPMAI,1,2030,S12,RE1,0.2667
DEMTRABIO,CRPMAI,1,2031,S12,RE1,0.2747
DEMTRABIO,CRPMAI,1,2032,S12,RE1,0.2827
DEMTRABIO,CRPMAI,1,2033,S12,RE1,0.2906
DEMTRABIO,CRPMAI,1,2034,S12,RE1,0.2986
DEMTRABIO,CRPMAI,1,2035,S12,RE1,0.3065
LNDBLT,LND,1,2020,S12,RE1,2.52
LNDBLT,LND,1,2021,S12,RE1,2.5536
LNDBLT,LND,1,2022,S12,RE1,2.5704
LNDBLT,LND,1,2023,S12,RE1,2.604
LNDBLT,LND,1,2024,S12,RE1,2.6208
LNDBLT,LND,1,2025,S12,RE1,2.6544
LNDBLT,LND,1,2026,S12,RE1,2.6712
LNDBLT,LND,1,2027,S12,RE1,2.7048
LNDBLT,LND,1,2028,S12,RE1,2.7216
LNDBLT,LND,1,2029,S12,RE1,2.7552
LNDBLT,LND,1,2030,S12,RE1,2.7888
LNDBLT,LND,1,2031,S12,RE1,2.8056
LNDBLT,LND,1,2032,S12,RE1,2.8392
LNDBLT,LND,1,2033,S12,RE1,2.8728
LNDBLT,LND,1,2034,S12,RE1,2.8896
LNDBLT,LND,1,2035,S12,RE1,2.9232
LNDBLT,WTRPRC,1,2020,S12,RE1,3.024
LNDBLT,WTRPRC,1,2021,S12,RE1,3.0643
LNDBLT,WTRPRC,1,2022,S12,RE1,3.0845
LNDBLT,WTRPRC,1,2023,S12,RE1,3.1248
LNDBLT,WTRPRC,1,2024,S12,RE1,3.145
LNDBLT,WTRPRC,1,2025,S12,RE1,3.1853
LNDBLT,WTRPRC,1,2026,S12,RE1,3.2054
LNDBLT,WTRPRC,1,2027,S12,RE1,3.2458
LNDBLT,WTRPRC,1,2028,S12,RE1,3.2659
LNDBLT,WTRPRC,1,2029,S12,RE1,3.3062
LNDBLT,WTRPRC,1,2030,S12,RE1,3.3466
LNDBLT,WTRPRC,1,2031,S12,RE1,3.3667
LNDBLT,WTRPRC,1,2032,S12,RE1,3.407
LNDBLT,WTRPRC,1,2033,S12,RE1,3.4474
LNDBLT,WTRPRC,1,2034,S12,RE1,3.4675
LNDBLT,WTRPRC,1,2035,S12,RE1,3.5078
LNDFOR,LND,1,2020,S12,RE1,42.6048
LNDFOR,LND,1,2021,S12,RE1,42.5767
LNDFOR,LND,1,2022,S12,RE1,42.5676
