r,t,f,y,InputToNewCapacity
"RE1","MINHYD","ELC001",2029,0
"RE1","MINHYD","ELC001",2030,0
"RE1","MINHYD","ELC001",2031,0
"RE1","MINHYD","ELC001",2032,0
"RE1","MINHYD","ELC001",2033,0
"RE1","MINHYD","ELC001",2034,0
"RE1","MINHYD","ELC001",2035,0
"RE1","MINHYD","ELC001",2036,0
"RE1","MINHYD","ELC001",2037,0
"RE1","MINHYD","ELC001",2038,0
"RE1","MINHYD","ELC001",2039,0
"RE1","MINHYD","ELC001",2040,0
"RE1","MINHYD","ELC002",2020,0
"RE1","MINHYD","ELC002",2021,0
"RE1","MINHYD","ELC002",2022,0
"RE1","MINHYD","ELC002",2023,0
"RE1","MINHYD","ELC002",2024,0
"RE1","MINHYD","ELC002",2025,0
"RE1","MINHYD","ELC002",2026,0
"RE1","MINHYD","ELC002",2027,0
"RE1","MINHYD","ELC002",2028,0
"RE1","MINHYD","ELC002",2029,0
"RE1","MINHYD","ELC002",2030,0
"RE1","MINHYD","ELC002",2031,0
"RE1","MINHYD","ELC002",2032,0
"RE1","MINHYD","ELC002",2033,0
"RE1","MINHYD","ELC002",2034,0
"RE1","MINHYD","ELC002",2035,0
"RE1","MINHYD","ELC002",2036,0
"RE1","MINHYD","ELC002",2037,0
"RE1","MINHYD","ELC002",2038,0
"RE1","MINHYD","ELC002",2039,0
"RE1","MINHYD","ELC002",2040,0
"RE1","MINHYD","SOL",2020,0
"RE1","MINHYD","SOL",2021,0
"RE1","MINHYD","SOL",2022,0
"RE1","MINHYD","SOL",2023,0
"RE1","MINHYD","SOL",2024,0
"RE1","MINHYD","SOL",2025,0
"RE1","MINHYD","SOL",2026,0
"RE1","MINHYD","SOL",2027,0
"RE1","MINHYD","SOL",2028,0
"RE1","MINHYD","SOL",2029,0
"RE1","MINHYD","SOL",2030,0
"RE1","MINHYD","SOL",2031,0
"RE1","MINHYD","SOL",2032,0
"RE1","MINHYD","SOL",2033,0
"RE1","MINHYD","SOL",2034,0
"RE1","MINHYD","SOL",2035,0
"RE1","MINHYD","SOL",2036,0
"RE1","MINHYD","SOL",2037,0
"RE1","MINHYD","SOL",2038,0
"RE1","MINHYD","SOL",2039,0
"RE1","MINHYD","SOL",2040,0
"RE1","MINHYD","WND",2020,0
"RE1","MINHYD","WND",2021,0
"RE1","MINHYD","WND",2022,0
"RE1","MINHYD","WND",2023,0
"RE1","MINHYD","WND",2024,0
"RE1","MINHYD","WND",2025,0
"RE1","MINHYD","WND",2026,0
"RE1","MINHYD","WND",2027,0
"RE1","MINHYD","WND",2028,0
"RE1","MINHYD","WND",2029,0
"RE1","MINHYD","WND",2030,0
"RE1","MINHYD","WND",2031,0
"RE1","MINHYD","WND",2032,0
"RE1","MINHYD","WND",2033,0
"RE1","MINHYD","WND",2034,0
"RE1","MINHYD","WND",2035,0
"RE1","MINHYD","WND",2036,0
"RE1","MINHYD","WND",2037,0
"RE1","MINHYD","WND",2038,0
"RE1","MINHYD","WND",2039,0
"RE1","MINHYD","WND",2040,0
"RE1","MINHYD","HYD",2020,0
"RE1","MINHYD","HYD",2021,0
"RE1","MINHYD","HYD",2022,0
"RE1","MINHYD","HYD",2023,0
"RE1","MINHYD","HYD",2024,0
"RE1","MINHYD","HYD",2025,0
"RE1","MINHYD","HYD",2026,0
"RE1","MINHYD","HYD",2027,0
"RE1","MINHYD","HYD",2028,0
"RE1","MINHYD","HYD",2029,0
"RE1","MINHYD","HYD",2030,0
"RE1","MINHYD","HYD",2031,0
"RE1","MINHYD","HYD",2032,0
"RE1","MINHYD","HYD",2033,0
"RE1","MINHYD","HYD",2034,0
"RE1","MINHYD","HYD",2035,0
"RE1","MINHYD","HYD",2036,0
"RE1","MINHYD","HYD",2037,0
"RE1","MINHYD","HYD",2038,0
"RE1","MINHYD","HYD",2039,0
"RE1","MINHYD","HYD",2040,0
"RE1","PWRHYD","COA",2020,0
"RE1","PWRHYD","COA",2021,0
"RE1","PWRHYD","COA",2022,0
"RE1","PWRHYD","COA",2023,0
"RE1","PWRHYD","COA",2024,0
"RE1","PWRHYD","COA",2025,0
"RE1","PWRHYD","COA",2026,0
"RE1","PWRHYD","COA",2027,0
"RE1","PWRHYD","COA",2028,0
"RE1","PWRHYD","COA",2029,0
"RE1","PWRHYD","COA",2030,0
"RE1","PWRHYD","COA",2031,0
"RE1","PWRHYD","COA",2032,0
"RE1","PWRHYD","COA",2033,0
"RE1","PWRHYD","COA",2034,0
"RE1","PWRHYD","COA",2035,0
"RE1","PWRHYD","COA",2036,0
"RE1","PWRHYD","COA",2037,0
"RE1","PWRHYD","COA",2038,0
"RE1","PWRHYD","COA",2039,0
"RE1","PWRHYD","COA",2040,0
"RE1","PWRHYD","GAS",2020,0
"RE1","PWRHYD","GAS",2021,0
"RE1","PWRHYD","GAS",2022,0
"RE1","PWRHYD","GAS",2023,0
"RE1","PWRHYD","GAS",2024,0
"RE1","PWRHYD","GAS",2025,0
"RE1","PWRHYD","GAS",2026,0
"RE1","PWRHYD","GAS",2027,0
"RE1","PWRHYD","GAS",2028,0
"RE1","PWRHYD","GAS",2029,0
"RE1","PWRHYD","GAS",2030,0
"RE1","PWRHYD","GAS",2031,0
"RE1","PWRHYD","GAS",2032,0
"RE1","PWRHYD","GAS",2033,0
"RE1","PWRHYD","GAS",2034,0
"RE1","PWRHYD","GAS",2035,0
"RE1","PWRHYD","GAS",2036,0
"RE1","PWRHYD","GAS",2037,0
"RE1","PWRHYD","GAS",2038,0
"RE1","PWRHYD","GAS",2039,0
"RE1","PWRHYD","GAS",2040,0
"RE1","PWRHYD","ELC001",2020,0
"RE1","PWRHYD","ELC001",2021,0
"RE1","PWRHYD","ELC001",2022,0
"RE1","PWRHYD","ELC001",2023,0
"RE1","PWRHYD","ELC001",2024,0
"RE1","PWRHYD","ELC001",2025,0
"RE1","PWRHYD","ELC001",2026,0
"RE1","PWRHYD","ELC001",2027,0
"RE1","PWRHYD","ELC001",2028,0
"RE1","PWRHYD","ELC001",2029,0
"RE1","PWRHYD","ELC001",2030,0
"RE1","PWRHYD","ELC001",2031,0
"RE1","PWRHYD","ELC001",2032,0
"RE1","PWRHYD","ELC001",2033,0
"RE1","PWRHYD","ELC001",2034,0
"RE1","PWRHYD","ELC001",2035,0
"RE1","PWRHYD","ELC001",2036,0
"RE1","PWRHYD","ELC001",2037,0
"RE1","PWRHYD","ELC001",2038,0
"RE1","PWRHYD","ELC001",2039,0
"RE1","PWRHYD","ELC001",2040,0
"RE1","PWRHYD","ELC002",2020,0
"RE1","PWRHYD","ELC002",2021,0
"RE1","PWRHYD","ELC002",2022,0
"RE1","PWRHYD","ELC002",2023,0
"RE1","PWRHYD","ELC002",2024,0
"RE1","PWRHYD","ELC002",2025,0
"RE1","PWRHYD","ELC002",2026,0
"RE1","PWRHYD","ELC002",2027,0
"RE1","PWRHYD","ELC002",2028,0
"RE1","PWRHYD","ELC002",2029,0
"RE1","PWRHYD","ELC002",2030,0
"RE1","PWRHYD","ELC002",2031,0
"RE1","PWRHYD","ELC002",2032,0
"RE1","PWRHYD","ELC002",2033,0
"RE1","PWRHYD","ELC002",2034,0
"RE1","PWRHYD","ELC002",2035,0
"RE1","PWRHYD","ELC002",2036,0
"RE1","PWRHYD","ELC002",2037,0
"RE1","PWRHYD","ELC002",2038,0
"RE1","PWRHYD","ELC002",2039,0
"RE1","PWRHYD","ELC002",2040,0
"RE1","PWRHYD","SOL",2020,0
"RE1","PWRHYD","SOL",2021,0
"RE1","PWRHYD","SOL",2022,0
"RE1","PWRHYD","SOL",2023,0
"RE1","PWRHYD","SOL",2024,0
"RE1","PWRHYD","SOL",2025,0
"RE1","PWRHYD","SOL",2026,0
"RE1","PWRHYD","SOL",2027,0
"RE1","PWRHYD","SOL",2028,0
"RE1","PWRHYD","SOL",2029,0
"RE1","PWRHYD","SOL",2030,0
"RE1","PWRHYD","SOL",2031,0
"RE1","PWRHYD","SOL",2032,0
"RE1","PWRHYD","SOL",2033,0
"RE1","PWRHYD","SOL",2034,0
"RE1","PWRHYD","SOL",2035,0
"RE1","PWRHYD","SOL",2036,0
"RE1","PWRHYD","SOL",2037,0
"RE1","PWRHYD","SOL",2038,0
"RE1","PWRHYD","SOL",2039,0
"RE1","PWRHYD","SOL",2040,0
"RE1","PWRHYD","WND",2020,0
"RE1","PWRHYD","WND",2021,0
"RE1","PWRHYD","WND",2022,0
"RE1","PWRHYD","WND",2023,0
"RE1","PWRHYD","WND",2024,0
"RE1","PWRHYD","WND",2025,0
"RE1","PWRHYD","WND",2026,0
"RE1","PWRHYD","WND",2027,0
"RE1","PWRHYD","WND",2028,0
"RE1","PWRHYD","WND",2029,0
"RE1","PWRHYD","WND",2030,0
"RE1","PWRHYD","WND",2031,0
"RE1","PWRHYD","WND",2032,0
"RE1","PWRHYD","WND",2033,0
"RE1","PWRHYD","WND",2034,0
"RE1","PWRHYD","WND",2035,0
"RE1","PWRHYD","WND",2036,0
"RE1","PWRHYD","WND",2037,0
"RE1","PWRHYD","WND",2038,0
"RE1","PWRHYD","WND",2039,0
"RE1","PWRHYD","WND",2040,0
"RE1","PWRHYD","HYD",2020,0
"RE1","PWRHYD","HYD",2021,0
"RE1","PWRHYD","HYD",2022,0
"RE1","PWRHYD","HYD",2023,0
"RE1","PWRHYD","HYD",2024,0
"RE1","PWRHYD","HYD",2025,0
"RE1","PWRHYD","HYD",2026,0
"RE1","PWRHYD","HYD",2027,0
"RE1","PWRHYD","HYD",2028,0
"RE1","PWRHYD","HYD",2029,0
"RE1","PWRHYD","HYD",2030,0
"RE1","PWRHYD","HYD",2031,0
"RE1","PWRHYD","HYD",2032,0
"RE1","PWRHYD","HYD",2033,0
"RE1","PWRHYD","HYD",2034,0
"RE1","PWRHYD","HYD",2035,0
"RE1","PWRHYD","HYD",2036,0
"RE1","PWRHYD","HYD",2037,0
"RE1","PWRHYD","HYD",2038,0
"RE1","PWRHYD","HYD",2039,0
"RE1","PWRHYD","HYD",2040,0
"RE1","Manuel","COA",2020,0
"RE1","Manuel","COA",2021,0
"RE1","Manuel","COA",2022,0
"RE1","Manuel","COA",2023,0
"RE1","Manuel","COA",2024,0
"RE1","Manuel","COA",2025,0
"RE1","Manuel","COA",2026,0
"RE1","Manuel","COA",2027,0
"RE1","Manuel","COA",2028,0
"RE1","Manuel","COA",2029,0
"RE1","Manuel","COA",2030,0
"RE1","Manuel","COA",2031,0
"RE1","Manuel","COA",2032,0
"RE1","Manuel","COA",2033,0
"RE1","Manuel","COA",2034,0
"RE1","Manuel","COA",2035,0
"RE1","Manuel","COA",2036,0
"RE1","Manuel","COA",2037,0
"RE1","Manuel","COA",2038,0
"RE1","Manuel","COA",2039,0
"RE1","Manuel","COA",2040,0
"RE1","Manuel","GAS",2020,0
"RE1","Manuel","GAS",2021,0
"RE1","Manuel","GAS",2022,0
"RE1","Manuel","GAS",2023,0
"RE1","Manuel","GAS",2024,0
"RE1","Manuel","GAS",2025,0
"RE1","Manuel","GAS",2026,0
"RE1","Manuel","GAS",2027,0
"RE1","Manuel","GAS",2028,0
"RE1","Manuel","GAS",2029,0
"RE1","Manuel","GAS",2030,0
"RE1","Manuel","GAS",2031,0
"RE1","Manuel","GAS",2032,0
"RE1","Manuel","GAS",2033,0
"RE1","Manuel","GAS",2034,0
"RE1","Manuel","GAS",2035,0
"RE1","Manuel","GAS",2036,0
"RE1","Manuel","GAS",2037,0
"RE1","Manuel","GAS",2038,0
"RE1","Manuel","GAS",2039,0
"RE1","Manuel","GAS",2040,0
"RE1","Manuel","ELC001",2020,0
"RE1","Manuel","ELC001",2021,0
"RE1","Manuel","ELC001",2022,0
"RE1","Manuel","ELC001",2023,0
"RE1","Manuel","ELC001",2024,0
"RE1","Manuel","ELC001",2025,0
"RE1","Manuel","ELC001",2026,0
"RE1","Manuel","ELC001",2027,0
"RE1","Manuel","ELC001",2028,0
"RE1","Manuel","ELC001",2029,0
"RE1","Manuel","ELC001",2030,0
"RE1","Manuel","ELC001",2031,0
"RE1","Manuel","ELC001",2032,0
"RE1","Manuel","ELC001",2033,0
"RE1","Manuel","ELC001",2034,0
"RE1","Manuel","ELC001",2035,0
"RE1","Manuel","ELC001",2036,0
"RE1","Manuel","ELC001",2037,0
"RE1","Manuel","ELC001",2038,0
"RE1","Manuel","ELC001",2039,0
"RE1","Manuel","ELC001",2040,0
"RE1","Manuel","ELC002",2020,0
"RE1","Manuel","ELC002",2021,0
"RE1","Manuel","ELC002",2022,0
"RE1","Manuel","ELC002",2023,0
"RE1","Manuel","ELC002",2024,0
"RE1","Manuel","ELC002",2025,0
"RE1","Manuel","ELC002",2026,0
"RE1","Manuel","ELC002",2027,0
"RE1","Manuel","ELC002",2028,0
"RE1","Manuel","ELC002",2029,0
"RE1","Manuel","ELC002",2030,0
"RE1","Manuel","ELC002",2031,0
"RE1","Manuel","ELC002",2032,0
"RE1","Manuel","ELC002",2033,0
"RE1","Manuel","ELC002",2034,0
"RE1","Manuel","ELC002",2035,0
"RE1","Manuel","ELC002",2036,0
"RE1","Manuel","ELC002",2037,0
"RE1","Manuel","ELC002",2038,0
"RE1","Manuel","ELC002",2039,0
"RE1","Manuel","ELC002",2040,0
"RE1","Manuel","SOL",2020,0
"RE1","Manuel","SOL",2021,0
"RE1","Manuel","SOL",2022,0
"RE1","Manuel","SOL",2023,0
"RE1","Manuel","SOL",2024,0
"RE1","Manuel","SOL",2025,0
"RE1","Manuel","SOL",2026,0
"RE1","Manuel","SOL",2027,0
"RE1","Manuel","SOL",2028,0
"RE1","Manuel","SOL",2029,0
"RE1","Manuel","SOL",2030,0
"RE1","Manuel","SOL",2031,0
"RE1","Manuel","SOL",2032,0
"RE1","Manuel","SOL",2033,0
"RE1","Manuel","SOL",2034,0
"RE1","Manuel","SOL",2035,0
"RE1","Manuel","SOL",2036,0
"RE1","Manuel","SOL",2037,0
"RE1","Manuel","SOL",2038,0
"RE1","Manuel","SOL",2039,0
"RE1","Manuel","SOL",2040,0
"RE1","Manuel","WND",2020,0
"RE1","Manuel","WND",2021,0
"RE1","Manuel","WND",2022,0
"RE1","Manuel","WND",2023,0
"RE1","Manuel","WND",2024,0
"RE1","Manuel","WND",2025,0
"RE1","Manuel","WND",2026,0
"RE1","Manuel","WND",2027,0
"RE1","Manuel","WND",2028,0
"RE1","Manuel","WND",2029,0
"RE1","Manuel","WND",2030,0
"RE1","Manuel","WND",2031,0
"RE1","Manuel","WND",2032,0
"RE1","Manuel","WND",2033,0
"RE1","Manuel","WND",2034,0
"RE1","Manuel","WND",2035,0
"RE1","Manuel","WND",2036,0
"RE1","Manuel","WND",2037,0
"RE1","Manuel","WND",2038,0
"RE1","Manuel","WND",2039,0
"RE1","Manuel","WND",2040,0
"RE1","Manuel","HYD",2020,0
"RE1","Manuel","HYD",2021,0
"RE1","Manuel","HYD",2022,0
"RE1","Manuel","HYD",2023,0
"RE1","Manuel","HYD",2024,0
"RE1","Manuel","HYD",2025,0
"RE1","Manuel","HYD",2026,0
"RE1","Manuel","HYD",2027,0
"RE1","Manuel","HYD",2028,0
"RE1","Manuel","HYD",2029,0
"RE1","Manuel","HYD",2030,0
"RE1","Manuel","HYD",2031,0
"RE1","Manuel","HYD",2032,0
"RE1","Manuel","HYD",2033,0
"RE1","Manuel","HYD",2034,0
"RE1","Manuel","HYD",2035,0
"RE1","Manuel","HYD",2036,0
"RE1","Manuel","HYD",2037,0
"RE1","Manuel","HYD",2038,0
"RE1","Manuel","HYD",2039,0
"RE1","Manuel","HYD",2040,0
