r,t,y,AnnualFixedOperatingCost
"RE1","PWRTRN",2038,0
"RE1","PWRTRN",2039,0
"RE1","PWRTRN",2040,0
"RE1","MINSOL",2020,0
"RE1","MINSOL",2021,0
"RE1","MINSOL",2022,0
"RE1","MINSOL",2023,0
"RE1","MINSOL",2024,0
"RE1","MINSOL",2025,0
"RE1","MINSOL",2026,0
"RE1","MINSOL",2027,0
"RE1","MINSOL",2028,0
"RE1","MINSOL",2029,0
"RE1","MINSOL",2030,0
"RE1","MINSOL",2031,0
"RE1","MINSOL",2032,0
"RE1","MINSOL",2033,0
"RE1","MINSOL",2034,0
"RE1","MINSOL",2035,0
"RE1","MINSOL",2036,0
"RE1","MINSOL",2037,0
"RE1","MINSOL",2038,0
"RE1","MINSOL",2039,0
"RE1","MINSOL",2040,0
"RE1","MINWND",2020,0
"RE1","MINWND",2021,0
"RE1","MINWND",2022,0
"RE1","MINWND",2023,0
"RE1","MINWND",2024,0
"RE1","MINWND",2025,0
"RE1","MINWND",2026,0
"RE1","MINWND",2027,0
"RE1","MINWND",2028,0
"RE1","MINWND",2029,0
"RE1","MINWND",2030,0
"RE1","MINWND",2031,0
"RE1","MINWND",2032,0
"RE1","MINWND",2033,0
"RE1","MINWND",2034,0
"RE1","MINWND",2035,0
"RE1","MINWND",2036,0
"RE1","MINWND",2037,0
"RE1","MINWND",2038,0
"RE1","MINWND",2039,0
"RE1","MINWND",2040,0
"RE1","PWRSOL",2020,24.3021056926835
"RE1","PWRSOL",2021,25.031168863464
"RE1","PWRSOL",2022,25.7821039293679
"RE1","PWRSOL",2023,26.5555670472489
"RE1","PWRSOL",2024,27.3522340586665
"RE1","PWRSOL",2025,28.1728010731358
"RE1","PWRSOL",2026,29.0179851242855
"RE1","PWRSOL",2027,29.8885246558992
"RE1","PWRSOL",2028,30.7851803967913
"RE1","PWRSOL",2029,31.7087358225472
"RE1","PWRSOL",2030,32.6599978845865
"RE1","PWRSOL",2031,33.6397978364344
"RE1","PWRSOL",2032,34.6489917683683
"RE1","PWRSOL",2033,35.6884615065949
"RE1","PWRSOL",2034,36.7591153666171
"RE1","PWRSOL",2035,37.8618888336912
"RE1","PWRSOL",2036,38.9977454863078
"RE1","PWRSOL",2037,40.1676778467657
"RE1","PWRSOL",2038,41.3727081831408
"RE1","PWRSOL",2039,42.6138894327663
"RE1","PWRSOL",2040,43.892306125713
"RE1","PWRWND",2020,0
"RE1","PWRWND",2021,0
"RE1","PWRWND",2022,0
"RE1","PWRWND",2023,0
"RE1","PWRWND",2024,0
"RE1","PWRWND",2025,0
"RE1","PWRWND",2026,0
"RE1","PWRWND",2027,0
"RE1","PWRWND",2028,0
"RE1","PWRWND",2029,0
"RE1","PWRWND",2030,0
"RE1","PWRWND",2031,0
"RE1","PWRWND",2032,0
"RE1","PWRWND",2033,0
"RE1","PWRWND",2034,0
"RE1","PWRWND",2035,0
"RE1","PWRWND",2036,0
"RE1","PWRWND",2037,0
"RE1","PWRWND",2038,0
"RE1","PWRWND",2039,0
"RE1","PWRWND",2040,0
"RE1","MINHYD",2020,0
"RE1","MINHYD",2021,0
"RE1","MINHYD",2022,0
"RE1","MINHYD",2023,0
"RE1","MINHYD",2024,0
"RE1","MINHYD",2025,0
"RE1","MINHYD",2026,0
"RE1","MINHYD",2027,0
"RE1","MINHYD",2028,0
"RE1","MINHYD",2029,0
"RE1","MINHYD",2030,0
"RE1","MINHYD",2031,0
"RE1","MINHYD",2032,0
"RE1","MINHYD",2033,0
"RE1","MINHYD",2034,0
"RE1","MINHYD",2035,0
"RE1","MINHYD",2036,0
"RE1","MINHYD",2037,0
"RE1","MINHYD",2038,0
"RE1","MINHYD",2039,0
"RE1","MINHYD",2040,0
"RE1","PWRHYD",2020,386.996904024768
"RE1","PWRHYD",2021,398.606811145511
"RE1","PWRHYD",2022,410.565015479876
"RE1","PWRHYD",2023,422.881965944272
"RE1","PWRHYD",2024,435.5684249226
"RE1","PWRHYD",2025,448.63547755418
"RE1","PWRHYD",2026,462.094542182662
"RE1","PWRHYD",2027,475.957378095975
"RE1","PWRHYD",2028,490.236099458204
"RE1","PWRHYD",2029,504.943182662538
"RE1","PWRHYD",2030,520.091477941176
"RE1","PWRHYD",2031,535.69422252322
"RE1","PWRHYD",2032,551.765049148607
"RE1","PWRHYD",2033,568.318000386997
"RE1","PWRHYD",2034,585.367540634675
"RE1","PWRHYD",2035,602.928566950464
"RE1","PWRHYD",2036,621.01642376161
"RE1","PWRHYD",2037,639.646916408668
"RE1","PWRHYD",2038,658.836323916408
"RE1","PWRHYD",2039,678.60141369969
"RE1","PWRHYD",2040,698.95945626935
